Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
I'll Be Your Everything,Percy Sledge,spotify:track:1LALkNkIVdRXnwtLRBp1W2,0.538,0.221,0,-13.496,1,0.0315,0.664,0,0.0811,0.47,124.779,202840,4,43.5436,8,1
Rien Ne Va Plus,Funk Factory - Michael Urbaniak,spotify:track:7EsnZSIx0pUN5786tI7raq,0.46,0.684,11,-8.688,0,0.0716,0.107,3.76e-05,0.255,0.523,166.706,316920,4,20.78167,14,0
Willy the Wandering Gypsy and Me,Waylon Jennings,spotify:track:0HTPpHkHRgIbIhgPS84xSL,0.561,0.18,11,-14.169,1,0.0317,0.651,0.0247,0.11,0.337,135.954,182733,3,45.37603,9,0
Baby, I Love Your Way,Peter Frampton,spotify:track:1ksayCHVLH4eKFm43GFokU,0.518,0.786,7,-5.739,1,0.0357,0.448,2.5e-05,0.7,0.463,72.269,281067,4,33.58949,9,1
Trash,New York Dolls,spotify:track:2OQS3xvoKKSayJMJT8dVuZ,0.478,0.698,7,-9.255,1,0.0321,0.00114,0,0.191,0.85,112.989,188307,4,51.83115,8,0
Surfin' U.S.A.,The Beach Boys,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b,0.55,0.854,3,-5.968,1,0.036,0.661,0,0.112,0.965,159.231,149373,4,38.3035,8,1
Power of Soul,Idris Muhammad,spotify:track:4oA5wuVnDZY6jrY4NP78xu,0.476,0.755,11,-7.328,0,0.0515,0.00857,0.614,0.0902,0.617,163.139,424160,4,32.53985,18,0
Ireland (The Wild One),Cromwell,spotify:track:2HtRsL0NqdZ3gLVqqqaVFb,0.695,0.785,9,-11.887,1,0.0727,0.0492,0.0189,0.079,0.476,140.041,206784,3,31.81883,9,0
Adventures In Paradise,Minnie Riperton,spotify:track:56RJScHJonXRwzW1tiwFmj,0.652,0.745,10,-9.425,0,0.0685,0.0829,0.00106,0.0918,0.961,96.122,193187,4,31.88032,11,0
Algo de MÃÂÃÂ­,Camilo Sesto,spotify:track:2ZZ7RjQOIkQQM3Wd4tXaZe,0.307,0.746,0,-3.943,0,0.036,0.371,8.8e-06,0.294,0.455,76.575,250000,3,63.09969,10,0
The Knight,Panta Rei,spotify:track:4JwTF8wphywC7kVILy5V8v,0.385,0.857,9,-8.595,0,0.0603,0.0145,0.271,0.103,0.689,107.775,826707,4,61.6222,23,0
Pumped Up,Sir Lord Baltimore,spotify:track:0AaqxrmwXK8MWpWm0DB0TO,0.225,0.938,9,-9.912,1,0.151,0.0162,4.78e-05,0.394,0.465,110.212,245507,4,39.13553,10,0
Dirty Business,New Riders of the Purple Sage,spotify:track:2sO45is7CUbnlMK3PXoCCj,0.388,0.47,9,-13.439,1,0.0399,0.0368,2.35e-05,0.083,0.287,114.666,499867,4,30.93608,17,0
Suspicions,Eddie Rabbitt,spotify:track:19oPsdlHwigJm2Ewk1ypRb,0.601,0.293,5,-16.445,0,0.0509,0.325,8.46e-06,0.0813,0.652,143.362,260867,4,36.49494,11,1
Golden Time Of Day - Remastered,Maze,spotify:track:0epdaOT9HBO8Mm7ykRuFpT,0.576,0.677,6,-9.411,0,0.0961,0.668,1.76e-05,0.158,0.489,98.433,333667,4,81.98065,12,0
Come Into My Life,Jimmy Cliff,spotify:track:0Gms0Ad9iBfwoInbDbSoLn,0.618,0.435,1,-16.321,1,0.0589,0.0501,6.79e-06,0.158,0.615,166.351,175027,4,53.30344,9,1
Heartbroken Bopper,The Guess Who,spotify:track:3N5T6bSKxd0rsjMnF7Hg5U,0.301,0.618,9,-12.512,1,0.0368,0.0382,0.000661,0.713,0.607,174.137,293893,4,46.11764,10,1
Hot Shot,Alan Parker,spotify:track:4CtYwAdAjNVDvSsHzeeLBw,0.605,0.436,2,-16.665,1,0.0349,0.0217,0.807,0.103,0.662,116.393,199589,4,31.43168,9,0
Let Me Carry Your Bag,Shocking Blue,spotify:track:0kOgLOzw6pKLr0Gzu8jAuu,0.74,0.717,7,-6.67,1,0.0547,0.0694,0.00284,0.0695,0.571,128.57,207600,4,27.13862,12,0
Eye of the Hurricane,Fraction,spotify:track:3j0aTsOVHTRUR32a2UqdUR,0.292,0.455,4,-10.283,0,0.034,0.0312,0.183,0.0807,0.107,136.47,535173,4,24.1605,21,0
You Think You're Hot Stuff,Jean Knight,spotify:track:1UeKZLsI9eKHtNKd6bvbjO,0.808,0.504,8,-13.201,1,0.0638,0.682,0.00186,0.0901,0.966,88.669,149307,4,27.87292,8,1
Killer Queen - 2011 Mix,Queen,spotify:track:7GqWnsKhMtEW0nzki5o0d8,0.535,0.65,10,-6.328,1,0.0554,0.379,0,0.14,0.61,117.188,179600,4,27.62761,12,0
Feel The Real,David Bendeth,spotify:track:2tTMoXavkBdOsjKGaKdzdm,0.642,0.521,9,-11.771,1,0.0417,0.137,0.375,0.151,0.925,121.938,410320,4,21.94108,17,0
Shout It Out Loud,KISS,spotify:track:4WpCUxvZhpWQynzvIAXmtR,0.571,0.953,3,-5.002,1,0.0568,0.124,5.57e-06,0.35,0.682,135.599,169027,4,24.73243,8,0
Brand New Lover - The Dust Monkey's Love Bubble Club Mix,Dead Or Alive,spotify:track:1R4AF3zMMM6e7fFBAiXJ5G,0.601,0.864,6,-9.099,1,0.0503,8.68e-05,0.0521,0.339,0.905,119.375,543800,4,26.99043,21,0
Let Me Back In,Tyrone Davis,spotify:track:6IQ1TWq9RljEZZg4dojMXH,0.603,0.709,2,-5.927,1,0.0924,0.234,0,0.281,0.733,98.723,158960,4,36.2391,7,1
Sofistifunk,Return To Forever,spotify:track:5VBAax8ZiyEESN0IOKVdHC,0.699,0.941,9,-9.527,0,0.0491,0.301,0.741,0.0391,0.96,108.938,231760,4,17.20328,10,0
Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,0.404,0.903,1,-3.88,1,0.0668,0.577,0.297,0.287,0.498,115.672,423840,4,23.94016,15,0
Games People Play,The Chi-Lites,spotify:track:45OAOAexgMl45HA8wrpUxi,0.586,0.629,8,-10.333,1,0.0409,0.264,0,0.0468,0.826,90.903,219093,4,25.73926,10,0
T.N.T.,AC/DC,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,0.754,0.759,9,-5.218,1,0.302,0.153,0.000114,0.101,0.435,126.367,214667,4,51.10061,10,0
The Tears Of A Clown,Smokey Robinson & The Miracles,spotify:track:1T9BMZj3BoFfWddYhyVc79,0.604,0.719,6,-10.101,1,0.0322,0.299,0,0.28,0.96,128.543,181533,4,36.35775,9,0
Walk In The Night,Jr. Walker & The All Stars,spotify:track:0C4CdjZponKJGIaTvLVP53,0.576,0.782,6,-11.324,1,0.0309,0.117,0.208,0.0261,0.967,107.859,249693,4,36.91821,11,1
You Got It,Diana Ross,spotify:track:5HfMfjdJoAB1x1R2fbsAf7,0.716,0.44,11,-13.507,1,0.0461,0.506,0.000224,0.0675,0.612,118.841,235200,4,32.54959,12,1
I'll Never Fall In Love Again,Dionne Warwick,spotify:track:1MHgV79MSYE6ymNlGa3bRY,0.676,0.339,1,-13.805,1,0.0509,0.717,9.77e-06,0.109,0.756,136.882,174840,4,27.49278,8,1
All Gates Open,CAN,spotify:track:6k329AyTkZXTlABEpKAjix,0.722,0.522,0,-9.482,1,0.0402,0.0203,0.792,0.36,0.655,133.208,497120,4,37.51072,17,0
Saturday Nite,Earth, Wind & Fire,spotify:track:1XCt27nKEY66dBkvBWBmnV,0.663,0.729,4,-10.704,1,0.0556,0.117,0.0138,0.672,0.963,106.213,242067,4,41.23818,11,1
She Lets Her Hair Down (Early In The Morning),Gene Pitney,spotify:track:0It04LDUih6fnGVE2dcX2E,0.617,0.619,8,-7.74,1,0.0369,0.418,2.43e-05,0.0554,0.694,122.054,163987,4,41.08824,7,1
Love The One You're With,Stephen Stills,spotify:track:3NNkJwiHucP5QyUEAIMXra,0.567,0.65,0,-6.924,1,0.0325,0.0281,4.03e-06,0.107,0.146,97.279,185587,4,45.26939,10,1
Rubber Band,The Trammps,spotify:track:30qGwfY1Vuc4Xbdswn3cjF,0.728,0.669,1,-12.314,0,0.0309,0.333,0.000924,0.131,0.822,97.962,315853,4,49.44148,17,0
Give It To Me,The J. Geils Band,spotify:track:67trulk6j7vx2hYGXiJAxq,0.601,0.531,0,-13.784,1,0.0431,0.475,0.229,0.058,0.818,117.676,390067,4,89.88588,12,1
You Are The Sunshine Of My Life,Stevie Wonder,spotify:track:0n2pjCIMKwHSXoYfEbYMfX,0.519,0.46,11,-14.53,1,0.0688,0.823,5.97e-05,0.243,0.675,132.082,178200,4,45.87437,7,1
Steady Rollin' Man,Eric Clapton,spotify:track:5gAXmNS0r3nDYtxzXY8ftB,0.705,0.799,2,-14.73,1,0.0356,0.339,0.536,0.071,0.805,95.635,192133,4,22.69925,10,0
(They Long to Be) Close to You,Ronnie Kole Trio,spotify:track:0BByLM8KyF040sEBLOEBOJ,0.443,0.115,3,-20.874,1,0.0542,0.544,0.55,0.0857,0.398,85.627,167115,4,27.32992,9,0
Help Me Rhonda,Johnny Rivers,spotify:track:4MIo5Zh9MkJbzC0aGygEGZ,0.662,0.304,0,-17.858,1,0.0432,0.193,3.14e-06,0.0584,0.581,133.553,173373,4,30.32484,10,1
Lashambeaux,Ned Doheny,spotify:track:1k52YgVnFoB5mM4pFDxpus,0.64,0.494,0,-14.454,1,0.0379,0.526,2.43e-05,0.0624,0.866,125.045,288667,4,30.42735,14,0
Disco Inferno,The Trammps,spotify:track:22ff60cZy4APp7bzESHLR8,0.766,0.844,10,-3.851,1,0.0361,0.0261,0.605,0.18,0.835,129.323,191573,4,19.35549,11,1
Baby Ice Dog,Blue ÃÂÃÂyster Cult,spotify:track:2D2WMIn0Lb4AN6W9bLZPse,0.559,0.674,4,-8.425,1,0.0821,0.0723,1.28e-05,0.457,0.694,141.521,207893,4,34.66645,11,0
2.A.T.,Fingerprintz,spotify:track:5GJ2S9yz4vg7aVToOIh0vf,0.693,0.747,2,-9.435,1,0.0565,0.0352,0.576,0.442,0.831,125.289,220440,4,29.94229,10,0
Electric Funeral,Black Sabbath,spotify:track:1VlD4mNlDxOUQQID6z7paD,0.402,0.469,4,-13.042,1,0.044,0.279,2.27e-05,0.223,0.374,124.91,289800,4,47.01985,10,0
If I Were a Carpenter,Johnny Cash,spotify:track:1UN6NjkwkztYxl6XzIp0pJ,0.477,0.366,7,-13.227,1,0.0434,0.542,0.00586,0.181,0.689,88.198,180573,4,53.92998,7,0
Oh, Singer,Jeannie C. Riley,spotify:track:08nGBUIN1axfdpWxEbxBNe,0.623,0.533,2,-4.167,1,0.0355,0.517,0,0.175,0.595,117.347,226510,4,39.21065,11,1
Dreidel,Don McLean,spotify:track:205L0cxylGWHIZBKo8owys,0.483,0.493,9,-14.599,1,0.0449,0.678,0,0.145,0.654,148.438,227267,4,34.09473,12,1
Keep Holding On,The Temptations,spotify:track:24Lf7wARfUvBputrHP7Rvt,0.684,0.943,8,-7.836,1,0.0614,0.0973,0.00818,0.166,0.633,117.301,236947,4,30.35858,12,1
Jailbreak,Thin Lizzy,spotify:track:6SCgp1JsD1uu0eHmJp16OZ,0.642,0.606,3,-14.033,1,0.0963,0.342,5.69e-05,0.0809,0.678,144.173,244000,4,46.17104,10,0
Paramechanical World,Amon DÃÂÃÂ¼ÃÂÃÂ¼l,spotify:track:5mpBZqqI4IJPQQ5XcmGt7o,0.523,0.15,9,-20.327,0,0.038,0.919,0.704,0.113,0.122,160.667,344373,3,54.54475,17,0
Songbird,Barbra Streisand,spotify:track:1DDjVHVHHJxN4juFlAdVu4,0.357,0.191,5,-15.888,1,0.0279,0.445,0,0.0865,0.123,66.999,225507,4,83.02125,9,1
Sometimes Love,Lenny Williams,spotify:track:5IulxroLCcnjJu4mnmKW4u,0.417,0.718,5,-5.402,1,0.0547,0.628,0.0576,0.119,0.615,80.811,247520,4,42.93432,12,0
For Ladies Only,Steppenwolf,spotify:track:7midgNvQPBDf5XX6MWMy6H,0.566,0.674,2,-10.691,1,0.0322,0.0473,0.0297,0.224,0.71,127.491,216867,4,67.64934,8,1
Turn Off The Lights,Teddy Pendergrass,spotify:track:47nJdvSobIGBYdN7y2caLM,0.615,0.405,4,-12.386,0,0.0376,0.49,0.000129,0.348,0.645,118.531,354627,4,26.96214,16,1
Jesus Was A Capricorn,Kris Kristofferson,spotify:track:0CbCkwsrhGO8a4dJj11s1M,0.537,0.491,7,-15.353,1,0.0255,0.133,0,0.0835,0.819,95.271,149053,4,31.36404,8,1
The Grand Duel (Part X) (From "Il Grande Duello / The Grand Duel"),Luis Bacalov,spotify:track:5cUaR8EDQlLEtu1p9EJg7J,0.168,0.189,0,-18.587,1,0.0415,0.754,0.022,0.101,0.0397,79.077,240133,4,27.32415,13,0
Piece of My Heart - Live at The Grande Ballroom, Detroit, MI - March 1968,Janis Joplin,spotify:track:737kEEAsEOChHHOVk2QM5D,0.425,0.767,4,-9.799,1,0.102,0.27,0.000158,0.274,0.624,160.757,246493,4,40.27384,9,0
Like Inobe God,CAN,spotify:track:5ndCZNRRqtOGNbzyKxrCXM,0.484,0.808,10,-8.482,1,0.0372,0.73,0.00174,0.114,0.935,104.024,350373,4,59.68693,14,0
Original Sin,Cowboys International,spotify:track:1t5sxTyG4UlBUZxY4rwYan,0.599,0.459,11,-12.347,0,0.032,0.00222,0,0.0747,0.754,137.752,224744,4,27.94182,13,0
Whenever I'm Away From You,John Travolta,spotify:track:2Vsb0yyHKzthYDxNDqWjJ1,0.396,0.466,4,-11.278,0,0.0308,0.196,0.000125,0.124,0.371,76.703,196653,4,100.85649,6,1
Standfast,Ned Doheny,spotify:track:3I7EiHp44QSLdEXFV7QdNA,0.626,0.281,11,-17.766,1,0.027,0.309,0.000769,0.114,0.386,91.57,283307,4,22.14948,13,0
Leaving This Town - Remastered 2000,The Beach Boys,spotify:track:6AFHZftM2TZOBkBN7QzOAN,0.518,0.489,7,-10.802,0,0.0257,0.516,0,0.304,0.179,134.514,351827,4,29.23137,14,0
Bananeira (Remastered),EmÃÂÃÂ­lio Santiago,spotify:track:3Z2Thcr0SrxKcQpvouDpR8,0.731,0.922,6,-7.74,0,0.0649,0.693,0.000363,0.0863,0.961,100.128,173507,4,19.94663,9,0
If You Can't Give Me Love,Suzi Quatro,spotify:track:59mUgn4E4DWcB2lh5oRG2I,0.667,0.66,9,-8.819,1,0.0348,0.117,0.000854,0.0707,0.905,133.867,232994,4,46.03341,13,1
Thank God I'm A Country Boy,John Denver,spotify:track:69HICMmc6nNLucAx3aJX9M,0.762,0.537,9,-9.58,1,0.0478,0.785,0.000669,0.0551,0.958,105.603,193093,4,30.99636,10,1
Fire,Ohio Players,spotify:track:01kmJXmeQaNlSZFRyFlSmz,0.623,0.681,5,-15.733,1,0.0604,0.101,0.0158,0.269,0.843,107.319,264360,4,25.18352,12,1
New Church,The Adverts,spotify:track:3iMKz1CAA3jrFk9eeEQaWO,0.22,0.944,11,-6.513,0,0.134,0.00712,0.00414,0.0671,0.461,174.147,145946,4,28.38693,8,0
The Touch Of You,Brenda & The Tabulations,spotify:track:2AtOK9b7QlqQhDST8H2Mq3,0.416,0.381,10,-10.706,1,0.0342,0.771,0.000559,0.137,0.353,132.569,186373,4,33.39796,8,1
Disco Inferno - LP / 12" Version,The Trammps,spotify:track:5jUA1njy3h6ynHLvPdEVHt,0.799,0.632,10,-12.364,1,0.0332,0.0293,0.359,0.103,0.967,128.567,659000,4,34.46382,15,0
Amarillo Highway,Bobby Bare,spotify:track:7pTnDtEg4duRpWc7Vrf7jQ,0.542,0.463,7,-9.437,1,0.0265,0.575,1.6e-06,0.272,0.759,141.033,212520,4,25.6474,16,0
Nothing I Can Do About It Now,Willie Nelson,spotify:track:6LFxzumUl1Hu4QVzh3ZdYi,0.718,0.633,7,-8.705,1,0.0332,0.248,1.16e-05,0.0835,0.826,97.436,197933,4,36.87066,9,0
Fooled Again (I Don't Like It),Tom Petty and the Heartbreakers,spotify:track:4aMymVwENTzVqR9QxZZxCU,0.625,0.888,2,-5.512,1,0.0413,0.0908,7.45e-06,0.0333,0.586,104.492,230000,4,40.28263,8,0
It's A Crazy World,Mac McAnally,spotify:track:5hydHqBbSs3p8DukALigRS,0.387,0.476,0,-9.949,1,0.0271,0.438,0.00459,0.108,0.619,84.643,194079,4,41.84447,9,1
I Was Made to Love Him,Chaka Khan,spotify:track:0hlp160SnsYmXQyPn7vOEa,0.64,0.741,7,-8.792,1,0.0351,0.0192,4e-05,0.0793,0.75,99.333,203760,4,40.9956,11,0
Quitting Time,The Roches,spotify:track:0SnQFWwCuvAyDCa8zpeE5p,0.297,0.168,11,-14.368,1,0.0309,0.485,0.000412,0.0998,0.431,136.7,258206,4,47.60212,11,0
After The Fire Is Gone,Conway Twitty & Loretta Lynn,spotify:track:20DVVHFczaYBWhJ8utqmHb,0.586,0.225,4,-16.469,1,0.0311,0.669,0.000126,0.143,0.622,104.957,157293,4,46.58856,8,1
Hurricane,Bob Dylan,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,0.509,0.827,0,-7.715,1,0.079,0.0409,0,0.12,0.743,135.601,512733,4,31.55554,26,0
Love the One You're With,Stephen Stills,spotify:track:3NNkJwiHucP5QyUEAIMXra,0.567,0.65,0,-6.924,1,0.0325,0.0281,4.03e-06,0.107,0.146,97.279,185587,4,45.26939,10,0
Stealer,Free,spotify:track:7vDUPI7uKMuycuEp3cmmnM,0.344,0.57,7,-12.621,1,0.0447,0.0236,0.0333,0.0666,0.746,177.491,195293,4,28.55945,11,1
Venus,The Shocking Blue,spotify:track:0Z3xhSOhrawLV81YdiDiiJ,0.691,0.762,11,-6.47,0,0.0367,0.462,0.0286,0.0804,0.957,128.111,187533,4,31.98156,11,1
Theme From Mahogany (Do You Know Where You're Going To) - Single Version,Diana Ross,spotify:track:10VbGCpgC4FtmYSwBLvIDX,0.323,0.42,0,-10.658,0,0.0291,0.553,0.002,0.096,0.286,139.842,204493,4,31.13741,11,0
One Chain (Don't Make No Prison),Santana,spotify:track:6D9ge4vvit6Z2EGV3l85Dm,0.798,0.726,7,-16.019,0,0.0469,0.0118,0.174,0.0471,0.863,120.081,433373,4,22.70719,21,1
Babylon,Aphrodite's Child,spotify:track:2Zk1YHAVkX85hREoZ39s0t,0.26,0.878,8,-10.436,1,0.104,0.00655,0.146,0.469,0.396,138.493,167533,4,23.83596,9,0
Crazy Love,Helen Reddy,spotify:track:5cmLnVrBnYoFBJlCWv9VH1,0.644,0.348,2,-11.165,1,0.0361,0.833,0,0.0837,0.56,74.652,195520,4,77.10463,5,1
Thousand Days Of Yesterdays (Time Since Come And Gone),Captain Beyond,spotify:track:6TSiIvYWvLezKpIbFZj09y,0.592,0.768,0,-10.974,1,0.0542,0.0937,0.007,0.271,0.778,108.122,236600,3,44.53505,9,0
Could I Forget You,Tyrone Davis,spotify:track:34elmcOyyEJd0l7mVA2HVV,0.542,0.68,1,-6.136,0,0.0442,0.393,0,0.449,0.921,105.386,147453,4,42.38053,8,1
Mercury,Harold Fisher,spotify:track:757qKWjaK8RV4sJxmwFjmt,0.393,0.81,9,-6.247,0,0.0311,0.259,0.495,0.0423,0.193,155.141,215926,4,68.78198,10,0
Two More Bottles of Wine - Remastered Version,Emmylou Harris,spotify:track:62buMnGJ9bLrZAV03fGjYc,0.764,0.736,3,-7.571,1,0.0333,0.251,0.000294,0.121,0.96,134.336,186333,4,54.26709,9,0
Like A Sad Song,John Denver,spotify:track:69EkMYkCSqbl4ZoX6HQryg,0.387,0.0287,7,-18.887,1,0.0389,0.945,1.58e-05,0.139,0.162,70.639,222267,4,35.25165,11,1
Lord of the Incubus,Fruupp,spotify:track:2EL5AntUS4oy7QV71yjsKB,0.44,0.671,6,-4.142,0,0.139,0.00699,0.0235,0.17,0.474,133.959,384493,4,42.84067,16,0
Latin Strut,Joe Bataan,spotify:track:2NpjglolZ7Btm3QiO3r27B,0.614,0.903,7,-7.852,1,0.0389,0.0271,0.959,0.0552,0.96,129.869,242493,4,73.29879,7,0
Only Love Is Real,Carole King,spotify:track:1nxgnG63hvc87iBLEvCuHS,0.662,0.546,2,-10.669,0,0.0285,0.702,7.81e-06,0.0712,0.878,111.798,209200,4,36.56189,11,1
Power of Soul,Idris Muhammad,spotify:track:5YnyA2XqNiD0Rcrma0R0IU,0.476,0.755,11,-7.328,0,0.0515,0.00857,0.614,0.0902,0.617,163.139,424160,4,32.53985,18,0
Ramblin' Man,The Allman Brothers Band,spotify:track:2Q7LpkYrS0PBpoq3iCqypa,0.309,0.831,1,-8.288,1,0.036,0.488,0.00304,0.286,0.934,181.145,288160,4,30.63936,16,0
America, Communicate With Me,Ray Stevens,spotify:track:2MYDmywmKZFzHHZcXmcjWM,0.355,0.424,5,-13.28,1,0.099,0.283,0.000548,0.156,0.466,209.804,194987,4,79.73898,12,1
Somebody's Gettin' It,Johnnie Taylor,spotify:track:3dUw31o21M3OtNdykKZZpR,0.639,0.696,8,-10.707,0,0.0569,0.103,0,0.33,0.744,87.912,240693,4,35.33152,9,1
Ain't No Good Life,Lynyrd Skynyrd,spotify:track:7r8aDZgFaFSZqCb59s9oyl,0.645,0.519,6,-11.135,0,0.0369,0.0423,6.26e-05,0.099,0.702,115.527,283200,3,36.45736,14,0
Don't Cross The River,America,spotify:track:2fqDuYbP9LsoiC1DiXDhWk,0.572,0.726,2,-10.372,1,0.0347,0.0463,2.8e-05,0.175,0.694,97.447,149867,4,42.34882,8,1
Promised Land,Elvis Presley,spotify:track:0SSKHTfyUmL8JUQtfpKcfB,0.481,0.915,9,-10.446,1,0.0419,0.28,0.819,0.538,0.95,192.525,173787,4,49.52119,7,1
Magneto And Titanium Man - 1993 Digital Remaster,Wings,spotify:track:1oHJqJn5Y7lwCqZNWEdaMe,0.59,0.536,2,-10.686,1,0.0396,0.54,9.54e-06,0.0921,0.67,130.337,196200,4,34.12373,10,0
Seconds (feat. Loleatta Holloway),The Salsoul Orchestra,spotify:track:7GbaBddrF414ag8kiW7dgb,0.789,0.769,5,-10.154,0,0.0672,0.0596,0.0267,0.184,0.844,109.528,538627,4,35.54047,16,0
You're My Best Friend,Queen,spotify:track:49L5s7lTES5EVnyGO09H0S,0.567,0.727,0,-8.802,1,0.0435,0.0428,0.906,0.0991,0.577,120.998,177893,4,55.1959,6,1
We,The Roches,spotify:track:2eoDsmvP2EgvOOoofyueG2,0.588,0.0443,5,-20.202,1,0.0511,0.631,0,0.117,0.959,209.241,155388,4,25.43771,10,0
Amofen,Sandro Brugnolini,spotify:track:718EzXxfGITDg1NJ9yt5GB,0.369,0.418,0,-12.453,0,0.0307,0.508,0.593,0.179,0.619,96.861,260520,3,43.52303,10,0
City In The Sky,The Staple Singers,spotify:track:0CqQnocOXNGk2cKSEE0vJf,0.608,0.71,7,-13.349,1,0.0277,0.0415,1.63e-06,0.0624,0.824,106.366,234227,4,32.63809,11,1
Friend of the Devil,Grateful Dead,spotify:track:5ZLzl6T8JwqMTMdoE0nCbU,0.642,0.628,7,-12.849,1,0.0358,0.334,8.29e-06,0.614,0.893,103.317,201867,4,43.03574,10,0
Spitzenqualität,NEU!,spotify:track:7DzVZ4z1dBuLHkmEGxYnn7,0.293,0.768,3,-14.903,1,0.0576,0.0116,0.8,0.315,0.0319,145.82,215333,4,20.35268,12,0
Busted Feet,Arthur Lee,spotify:track:4Ne8tU1o0QuuDhQ9YrcGTx,0.576,0.872,4,-8.278,1,0.0722,0.000329,0.0163,0.166,0.869,99.334,294493,4,25.51775,10,0
Green-Bubble-Raincoated-Man,Amon DÃÂÃÂ¼ÃÂÃÂ¼l II,spotify:track:3rnnhBUbBHumvTWow9kDWN,0.27,0.713,2,-8.975,1,0.0948,0.0141,0.000901,0.286,0.394,89.564,303707,4,22.09465,11,0
Tequila Shuffle,Epitaph,spotify:track:7cEwFejbgisDx2XpzLkel8,0.32,0.816,7,-4.5,1,0.0779,0.478,0.00499,0.114,0.488,114.938,299920,4,39.72658,12,0
Don't Let Me Down - Remastered 2009,The Beatles,spotify:track:3evG0BIqEFMMP7lVJh1cSf,0.593,0.289,4,-11.049,1,0.0259,0.568,0.000829,0.0928,0.733,77.119,215733,4,29.62304,8,0
You All Look Alike,The Byrds,spotify:track:5g97kpnkwnklaB7xvROGPu,0.444,0.57,2,-13.666,1,0.0396,0.58,0,0.343,0.573,86.543,183333,4,31.59264,9,0
Tight Rope,Leon Russell,spotify:track:6f5bVwzW72D5M8lZzH8Csg,0.736,0.3,4,-12.464,0,0.0759,0.795,1.96e-05,0.0701,0.732,153.691,181000,4,27.02553,9,1
Maybe,The Three Degrees,spotify:track:4PpUJ2gJYbSa6F7EQlSTiM,0.483,0.209,8,-13.799,1,0.08,0.154,0,0.127,0.264,136.639,339053,3,30.20125,14,1
Good Times Roll,The Cars,spotify:track:7hVhRCDV100Jq26NGR7adw,0.607,0.662,4,-9.456,1,0.0278,0.0951,8.27e-05,0.125,0.629,107.643,225853,4,29.94359,14,1
Limehouse Blues,Andre Kostelanetz & His Orchestra,spotify:track:2ZXwvA7ELsNJ2gksC9qxZV,0.411,0.602,1,-11.374,1,0.0364,0.663,0.0675,0.694,0.682,99.034,115067,4,27.47579,7,0
Dreamboat Annie,Heart,spotify:track:7IyuwRPPNq6gYI1vzqKsrU,0.497,0.409,0,-15.649,1,0.0335,0.142,0.000141,0.185,0.649,114.823,121707,4,29.4352,7,1
Hello It's Me,Nazz,spotify:track:3maplYZcXwQwPcfHHBayk1,0.412,0.226,1,-12.784,0,0.0264,0.125,4.85e-06,0.149,0.396,75.866,237107,4,84.7921,10,1
Dier Not A Lover,Bloodrock,spotify:track:2YonzRdVfMCf6zvozYlgwq,0.382,0.708,9,-11.247,1,0.0718,0.201,2e-05,0.114,0.903,143.214,250067,4,17.40415,13,0
Barbara's Mood,Black Heat,spotify:track:5EjqDxM0N2GxpMHElwXwei,0.596,0.483,9,-18.076,0,0.0289,0.0851,0.5,0.0578,0.605,136.544,248040,4,58.2599,9,0
I Need A Man,Grace Jones,spotify:track:3Zc9b3YS8wcGDzH92joizS,0.567,0.572,1,-15.538,1,0.0502,0.131,0,0.178,0.766,131.634,203840,4,22.32356,8,1
Love For Living,Edward Vesala,spotify:track:3IvgN73m0XXBbYnUTCbYwK,0.279,0.361,8,-18.355,0,0.0437,0.85,0.914,0.103,0.22,82.916,227960,5,32.14024,13,0
Dance With The Devil,Cozy Powell,spotify:track:60pPKIqQBEru9anbTZYgZz,0.576,0.943,4,-10.129,1,0.0396,0.0678,0.811,0.0819,0.719,119.125,213520,4,55.70192,11,1
That's Rock 'n Roll - Live at CNE Stadium, Toronto, Canada - June 1970,Janis Joplin,spotify:track:60PiHJUIOqiUyfzV4xw6n3,0.427,0.824,0,-10.191,1,0.0633,0.00774,0.447,0.217,0.774,105.234,303600,4,47.97734,10,0
Let It Be,Joan Baez,spotify:track:4nzuujPepvK9gaUyxulAPT,0.397,0.219,2,-13.534,1,0.0307,0.772,0,0.145,0.281,111.58,216000,4,32.75132,10,1
Dance With Me,Muzak Orchestra,spotify:track:0FU6keR7CGB0VRKwDAAn9Y,0.651,0.418,2,-9.449,1,0.0306,0.895,0.0259,0.484,0.825,102.361,139565,4,48.5506,6,0
Il duro scappa,Gianni Ferrio,spotify:track:0QprHy0pzOlyjFEUIrhoU8,0.491,0.522,3,-16.802,1,0.136,0.236,4.95e-06,0.144,0.526,183.298,48472,5,32.4376,3,0
Scotch On The Rocks,The Band Of The Black Watch,spotify:track:2hCz7D24Sajjsfspg1PMJx,0.667,0.673,10,-12.151,1,0.0293,0.134,0.376,0.116,0.976,98.097,165735,4,64.26785,5,1
