Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Let's Groove,"Earth, Wind & Fire",spotify:track:4ZXxmmsp1Nd7ejbHs2BNBG,0.877,0.557,11,-10.79,0,0.0723,0.0628,0.0023,0.145,0.88,125.543,334867,4,32.26363,15
Pretty in Pink,The Psychedelic Furs,spotify:track:1K1TFdBh7NrDyKiwiJEmsy,0.386,0.916,2,-5.955,1,0.0741,0.105,0.00991,0.325,0.775,135.642,238107,4,47.17471,12
Diggin' up Bones,Randy Travis,spotify:track:6JdbV5DDltMVCyV0twmKwj,0.708,0.577,0,-8.229,1,0.0261,0.377,0,0.0718,0.836,85.667,178973,4,51.41582,9
Hammerhead,Flotsam & Jetsam,spotify:track:0FCvb6CiwfxdRqZOtgj5yt,0.189,0.95,11,-9.648,1,0.0954,0.00371,0.000779,0.0543,0.124,155.558,375400,4,38.24091,18
Deep in Vogue - Introducing Lourdes & Willie Ninja,Malcolm McLaren,spotify:track:5cuAVhV0nGjImPZXBy9Tvt,0.617,0.902,5,-10.39,1,0.0449,0.0143,0.00528,0.292,0.718,114.707,242293,4,32.66377,9
Happy House,Siouxsie and the Banshees,spotify:track:0M1CyBWblWSkeh0UdYH8pn,0.543,0.705,7,-8.062,1,0.0465,0.0111,0.188,0.237,0.334,119.252,231707,4,37.18512,11
AyÃÂÃÂºdala,Mari Trini,spotify:track:2St6YJUrIwP2hJLYLCrKGP,0.435,0.542,7,-7.595,0,0.0369,0.41,0,0.151,0.521,133.665,253093,4,41.16255,9
Waiting for Darkness,Ozzy Osbourne,spotify:track:7hj7j4Ym5NZxiEgSwzTSBY,0.337,0.882,4,-6.168,0,0.046,0.00495,2.43e-06,0.0687,0.437,121.524,317947,4,22.95894,11
Blazing Saddles - Remastered 2005,Yello,spotify:track:4ujGUs8FV3TBGnP8yUphGM,0.556,0.959,7,-4.235,0,0.0771,0.0214,0.000674,0.54,0.552,115.069,236027,4,63.65911,10
Cruisin',Tom Browne,spotify:track:2rwkemG224JESDlewRMuWt,0.702,0.853,1,-11.191,1,0.0597,0.00714,0.798,0.21,0.862,111.173,392813,4,21.7574,21
Mexican Radio,Wall Of Voodoo,spotify:track:7dOZxMY4U4YZ3eFwOTABXK
Go on Without You,Shirley Murdock,spotify:track:6a96JOJFDiPx9BV3Wjkl2P,0.331,0.407,6,-9.74,1,0.0757,0.554,0,0.112,0.193,77.96,291573,4,25.49165,12
Can You Party (Club Mix),Royal House,spotify:track:6TeKFnwaPsXI35gaQEoR8z,0.759,0.951,9,-2.601,0,0.214,0.0347,0.000641,0.42,0.909,123.293,364507,4
Beds Are Burning - Remastered,Midnight Oil,spotify:track:7A7lXlL7xDmjGF5SB6S7JS,0.753,0.427,0,-11.112,1,0.0387,0.00787,0.00065,0.058,0.295,119.18,255680,4,58.94124,12
(You're My One And Only) True Love,Seduction,spotify:track:0symbiCfmFvJDJgR6y8gkf,0.659,0.65,10,-12.115,0,0.05,0.0139,0.0028,0.0625,0.672,104.407,230267,4,22.05854,10
You're Crazy,Guns N' Roses,spotify:track:0GQuzKlkH0otZ01oMFzsSu,0.417,0.983,1,-7.074,1,0.109,0.0146,0.0185,0.601,0.346,122.046,197200,4,42.01644,10
All That Ever Mattered,Orange Juice,spotify:track:3MGh5Q0Jox9ENCSUkvU6G4,0.672,0.48,2,-10.393,1,0.0275,0.0878,3.85e-05,0.0898,0.54,87.23,259227,4,25.56033,12
Broken Heart,Red Flag,spotify:track:12KKpIDGPgbQkiO2POMFeU,0.643,0.648,1,-13.072,1,0.039,0.00148,0.000193,0.119,0.661,120.207,243733,4,24.5526,11
The Other Side of You,The Mighty Lemon Drops,spotify:track:435zxxDx7TdcqLrNF2Mked,0.335,0.895,6,-12.028,1,0.0372,0.00765,2.21e-05,0.192,0.764,169.005,160467,4
Manic Monday - Extended Remix,The Bangles,spotify:track:3JWumPw9b9Y9H0F0ox8KXM
Computer Cowboy,Neil Young,spotify:track:0nr5qHPzxBMm3KoJ4d8msk,0.624,0.571,9,-13.884,1,0.0331,0.202,0.00196,0.103,0.696,110.193,253667,4,37.43947,11
Carnation,The Jam,spotify:track:73AdxKbsjrVUzt7q4RVuEN,0.547,0.623,7,-10.98,1,0.0311,0.000258,2.64e-06,0.0675,0.55,114.87,206427,4,69.13242,7
Seek & Destroy (Remastered),Metallica,spotify:track:5DrNFzZZZVfXaEZCaceKnp,0.439,0.963,9,-5.508,1,0.277,0.0364,0.00896,0.0784,0.435,140.805,414720,4,29.46194,22
De Mi Enamorate,Daniela Romo,spotify:track:2YpdOz01cVBMRfhdAELdLi,0.391,0.396,5,-13.237,1,0.0344,0.58,0,0.576,0.215,173.249,210440,4,23.82106,11
Raining Blood,Slayer,spotify:track:4fiOTntQKr24p07FvQDHZE,0.227,0.995,10,-4.361,0,0.173,0.000405,0.393,0.127,0.0363,87.499,255187,4,28.00504,12
Hold On Loosely,38 Special,spotify:track:6i9dZZQWNB06HKsQYKTiPF,0.567,0.559,9,-10.175,1,0.0288,0.00888,0.00131,0.0764,0.898,127.227,280636,4,30.53362,9
Disappointed,Public Image Ltd.,spotify:track:74xJqwvIRaxQWuDkINtsbV,0.523,0.787,7,-10.851,1,0.0267,0.00305,3.37e-05,0.0915,0.801,102.484,334067,4,71.13899,10
Pretty Girls Make Graves - 2011 Remaster,The Smiths,spotify:track:3wUMcPzXcmaeW8QxTdyXQO,0.614,0.663,6,-9.059,0,0.0265,0.00543,5.3e-06,0.199,0.778,116.217,223253,4,37.92311,11
One More Time - 2006 Remaster,The Cure,spotify:track:0TDkinXBwm9P5QDIGdkZX8,0.456,0.53,6,-9.083,1,0.0281,0.46,0.00592,0.121,0.373,102.107,271693,4,94.92737,10
Nightline,Randy Crawford,spotify:track:1DtL6RDXZcsnL4R0x7mmFa,0.721,0.659,1,-14.353,1,0.0374,0.0514,0.0675,0.0628,0.903,142.536,228693,4,43.64089,11
Costumbres,RocÃÂÃÂ­o DÃÂÃÂºrcal,spotify:track:28ANj8vuad6phtclxhmPYO,0.404,0.126,9,-16.832,0,0.0321,0.58,0.000283,0.233,0.36,172.525,272400,4,44.22125,13
Our Lips Are Sealed,Fun Boy Three,spotify:track:3esMC1VOZCE95cvC6jMW2f,0.72,0.677,0,-10.717,1,0.0351,0.721,0.00379,0.18,0.867,125.579,171507,4,23.63372,9
The Cutter,Echo & the Bunnymen,spotify:track:617ahruubznvqzv7Nas3QX,0.471,0.955,7,-5.219,1,0.121,0.00485,1.44e-06,0.162,0.35,139.266,232746,4,27.97844,13
Can You Handle It - Mastermix,Sharon Redd,spotify:track:5sqzVf1cK5GrekvfvrrnVu,0.786,0.666,6,-13.561,0,0.0419,0.366,0.806,0.0973,0.833,111.896,437133,4,54.10732,16
Sugar Frosted Lover,Flakes,spotify:track:4FlbHVu20G4qzZ5y7MwaAa,0.751,0.728,8,-8.522,1,0.0678,0.0324,0.00664,0.0269,0.853,119.49,295892,4,28.09772,10
Drama!,Erasure,spotify:track:4qoD4lYwhiWHO6wPbcVLHi,0.574,0.783,2,-10.235,1,0.0344,0.00375,0.00238,0.474,0.45,124.21,244867,4,22.41846,15
I've Got My Second Wind,Al Johnson,spotify:track:2xx8kayMlVjeGMIco8cPwi,0.604,0.679,5,-12.858,1,0.0456,0.394,0.0013,0.0924,0.861,94.73,332160,4,22.28343,16
It's My Thing,EPMD,spotify:track:5ZCwcakrizrfXEYykEPwfS,0.719,0.699,2,-7.816,1,0.331,0.214,4.43e-05,0.359,0.805,102.688,342600,4,35.10014,13
"Super Freak - 12"" Version",Rick James,spotify:track:3LWnuzqLpB4fVEYh8dHZhH,0.785,0.767,7,-9.92,1,0.0414,0.0374,6.16e-05,0.264,0.967,131.105,425560,4,40.22422,18
Love Is A Stranger - Remastered Version,Eurythmics,spotify:track:2jItmTTkIL6SkvABXsTaYT,0.781,0.647,5,-8.216,1,0.0264,0.00761,0,0.132,0.551,121.93,224773,4,41.40568,11
Turn Your Back on Me - Extended Mix,Kajagoogoo,spotify:track:4LRwNbgbd6DusUfOWREM9G,0.766,0.729,4,-13.931,1,0.0472,0.0601,0.0182,0.352,0.764,109.583,305187,4,39.78368,17
Yaya,Ron Rogers,spotify:track:276XCIujSoTRoYFPbHD7SR
Steal Your Face,MotÃÂÃÂ¶rhead,spotify:track:0KtRPsktzLGSKtTII5H56Q,0.323,0.941,10,-7.287,0,0.0639,0.000379,0.0341,0.421,0.236,106.796,269000,4,45.53245,13
Vamos (Surfer Rosa),Pixies,spotify:track:6ShMtou6pfX6E18iqsBAc7,0.369,0.61,11,-14.479,0,0.0387,0.000175,0.599,0.0665,0.963,141.405,264787,4,21.40957,14
I Hate Myself for Loving You,Joan Jett & The Blackhearts,spotify:track:2HXixVqzzm9rEUIMAWzshl,0.611,0.883,9,-11.225,1,0.0539,0.0846,1.2e-06,0.192,0.604,117.928,246800,4,25.42956,13
Laughing,The Stranglers,spotify:track:0tnqN3bYMEEVlI1Xzx0IAv,0.639,0.443,9,-11.18,1,0.0336,0.319,0.0383,0.0889,0.503,90.268,252333,4,34.29012,11
Let's Groove,"Earth, Wind & Fire",spotify:track:3koCCeSaVUyrRo3N2gHrd8,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,4,32.67123,16
Freemason (You Broke The Promise) - Shakedown Mix,Boxcar,spotify:track:6kGnlFJBn900JZrEuUAI0V,0.669,0.835,0,-12.96,0,0.0519,0.000594,0.86,0.115,0.619,124.582,360933,4,23.24172,18
I Can't Wait,Stevie Nicks,spotify:track:0p4b7LieKeph1CqJhxkTMC,0.61,0.931,9,-4.955,0,0.0874,0.0037,0.00352,0.873,0.449,125.399,275840,4,66.90769,8
Clouds,The Go-Betweens,spotify:track:1R88FhwibdF91FZ6Geh7SM,0.606,0.786,4,-11.451,1,0.038,0.000879,0.143,0.406,0.609,110.894,242667,4,33.5413,8
You Know the Rest,'Til Tuesday,spotify:track:6NYLA2KwGP6vyUqzBsZqzt,0.465,0.504,3,-9.008,0,0.0296,0.235,0,0.0983,0.224,128.63,268160,4,46.27273,10
Sola Con Mi Soledad,Marisela,spotify:track:1DocEW5Vym3fuAHkWN81LE,0.805,0.313,3,-15.552,1,0.0294,0.615,0,0.144,0.837,106.754,229933,4,21.15436,11
Object of My Desire,Starpoint,spotify:track:63Ql2zSLiBryLRPihaUToK,0.78,0.695,5,-10.906,0,0.0539,0.0412,0.0036,0.0345,0.887,116.122,306453,4,72.21505,13
Pretending To Be Drunk,Sparks,spotify:track:0CKhCVSc1nrH3NpA31jxZQ,0.8,0.449,0,-12.021,1,0.03,0.218,2.04e-05,0.0709,0.747,93.922,220373,4,21.40612,14
I Second That Emotion (Hype House),10dB,spotify:track:1p0KgcVYnlhtqvutCFoqQP,0.824,0.838,1,-10.929,1,0.103,0.0523,8.28e-05,0.376,0.684,99.655,324867,4,44.95136,14
Too Late Too Late,MotÃÂÃÂ¶rhead,spotify:track:5g07vnV7pjEVBc1AHr70sQ,0.302,0.923,8,-10.724,1,0.12,0.0157,6.08e-05,0.333,0.269,168.075,203867,4,45.94216,12
You Gotta Say Yes To Another Excess - Club Mix / Remastered 2005,Yello,spotify:track:134kMirt3lYmcCYkKTnRnP,0.8,0.936,11,-5.582,1,0.0479,0.0526,0.273,0.137,0.788,121.151,283985,4,54.6533,8
Coming to You Live,Charles Earland,spotify:track:0fe8ABoiVGgW0OUxzJWmNb
Got To Be Enough,Con Funk Shun,spotify:track:06gdW8ZpwkZLUgpJWkgzFL,0.923,0.517,0,-12.393,1,0.0435,0.0529,0.164,0.0516,0.976,123.699,346973,4,28.5196,18
Slippery People - 2005 Remaster,Talking Heads,spotify:track:4M4xrAyXs4f7IW9IgIldJz,0.89,0.63,11,-9.661,0,0.0726,0.00876,0.00218,0.0179,0.828,104.204,306320,4,26.65517,14
What Kind Of Love Is This,Streetheart,spotify:track:3KhBlMuqdRAbBFli89ZNxi,0.357,0.623,2,-8.791,1,0.0301,0.000208,0.011,0.082,0.316,162.653,235173,4,82.43215,8
Is It A Dream,The Damned,spotify:track:0VBqWL217WJouUfSAPU2Pv,0.568,0.663,0,-11.878,1,0.0298,0.0781,0.000238,0.421,0.7,130.88,207547,4,25.12512,10
This Time I Know It's for Real,Donna Summer,spotify:track:47XPUkAsZjZ96UzaYO7sEC,0.614,0.866,4,-10.922,0,0.036,0.00812,0.00984,0.051,0.846,116.054,218960,4,22.97547,9
Amor de verano,Duo Dinamico,spotify:track:2hOdoS6Y69GD5BR1s8FD5C,0.513,0.402,2,-5.775,1,0.0271,0.631,0.000453,0.114,0.409,129.551,171240,4,30.44918,9
I Just Can't Help Believing - Summer Mix,Boys Town Gang,spotify:track:38QbLe5t106Orpe4VZWmHp,0.615,0.472,0,-13.821,1,0.0333,0.00641,0.00344,0.143,0.599,138.267,378241,4,26.46096,19
Flowers,Zaine Griff,spotify:track:4x7tmE0KusPCoy7FKtEA40
The Pan Within - 2004 Remastered Version,The Waterboys,spotify:track:1uer5KyFRaAHW80TuIpgPI,0.623,0.804,9,-7.288,0,0.0309,0.0331,0.000718,0.0623,0.809,123.749,372773,4,26.62945,17
Mother,Danzig,spotify:track:5JtuIHVfsYBFAVrHwjUddj,0.37,0.767,11,-9.435,0,0.0595,0.00868,0.00053,0.0866,0.36,148.56,204867,4,28.19816,12
Shout At The Devil,MÃÂÃÂ¶tley CrÃÂÃÂ¼e,spotify:track:1hqrYSqvNc9x3BETX1cZhk,0.489,0.953,0,-4.615,1,0.0858,0.02,0.00021,0.113,0.447,94.443,195853,4,30.69257,11
"C'mon! C'mon! - 12"" Version",Bronski Beat,spotify:track:4PtYnLjYyzAq6viMjO6aQH,0.694,0.575,0,-14.091,1,0.0434,0.0104,0.000202,0.0983,0.797,130.335,377000,4,45.45056,12
I Fall To Pieces - Single Version,Patsy Cline,spotify:track:21mFXNIvNkAz6ztV7EW7Du,0.54,0.0635,10,-20.014,1,0.0375,0.929,1.55e-06,0.111,0.523,111.553,171333,4,26.49794,9
Street Dance - Original Version 1984,Break Machine,spotify:track:41bTpvSwi26sD79ZgaCztE,0.747,0.795,10,-10.028,0,0.0636,0.0472,0.00473,0.368,0.85,115.713,389293,4,50.8176,19
Main Thing - Club Vocal,S-Hot,spotify:track:7Eg7PNFqc93TP8HfEQJzHG,0.705,0.415,1,-15.414,1,0.0441,0.0392,0.0053,0.0568,0.875,104.18,350147,4,29.02883,16
Let It Be With You - 12'' Version,Belouis Some,spotify:track:3z2lHrAvhWbBndOvPCE23T,0.771,0.665,5,-13.66,1,0.0446,0.121,0.000203,0.233,0.759,112.559,414773,4,66.47951,17
Dancing into the Stars,Logg,spotify:track:1uAijxIKOQVllUhlbEVku4,0.738,0.764,7,-11.386,1,0.054,0.0401,1.83e-06,0.0574,0.891,118.415,325200,4,92.88866,11
(Feels Like) Heaven - Extended Version,Fiction Factory,spotify:track:50kgjZ4j4Qqcl72ZgT3XDF,0.654,0.815,0,-8.149,0,0.0544,0.0394,0.0192,0.347,0.788,117.062,349571,4,33.91817,15
String,Frazier Chorus,spotify:track:2IP7pybWxoOVBKqGpptwgy,0.392,0.195,0,-18.058,1,0.0467,0.167,0.548,0.154,0.0676,143.631,213032,5,23.32199,11
"Going Back to My Roots - 12"" Version",Odyssey,spotify:track:41Mi2vvuSD01FvtlAQsaat,0.683,0.831,1,-9.554,1,0.034,0.0469,0.016,0.0516,0.877,107.278,325053,4,22.50932,12
Drop That Ghetto Blaster! - Club Mix,Mr Big Mouse,spotify:track:0V4eWg7CcjwyEmE715i37M,0.719,0.841,5,-9.924,0,0.0387,5.49e-05,0.00957,0.0856,0.807,123.287,279267,4,44.40562,11
Looking Glass Girl - Remastered,The Glove,spotify:track:7pVbgvuusyy8qKSsqlLHEA,0.495,0.641,7,-9.849,1,0.0442,0.0429,0.000107,0.461,0.606,187.85,296440,4,21.45669,16
Maneater,Daryl Hall & John Oates,spotify:track:4aKIs5t9TqP59btlCGPrgw,0.727,0.685,11,-7.159,0,0.0398,0.0351,4.43e-05,0.0973,0.812,88.75,271893,4,23.76586,10
Arc-lite (Sonar),Loop,spotify:track:6grYlWHRDdiqa4HsLIruhi,0.48,0.848,7,-8.002,1,0.0618,1.46e-05,0.794,0.105,0.426,132.383,268667,4,22.99129,14
Love Buzz - Richie Revera Mix,Voggue,spotify:track:0zZSXnbytAy0laJzMsWbr9,0.692,0.6,7,-13.526,1,0.0485,0.0119,0.774,0.0741,0.737,122.981,448440,4,31.75212,17
A Love Supreme - Extended Vocal Remix,Will Downing,spotify:track:6LHlG6ZJ48tS75BcYbeWWO,0.716,0.88,5,-10.533,0,0.0367,0.00348,0.451,0.421,0.962,119.737,410403,4,24.67255,16
Ceremony,New Order,spotify:track:0rv3Arvtn8JS9kyGFjfLtT,0.327,0.626,5,-9.052,1,0.0317,4.49e-05,0.109,0.109,0.468,134.449,277360,4,27.77603,12
I Want To Hold Your Hand - Remastered,The Beatles,spotify:track:3JueJBdcGQaEAaWqPamsQt,0.492,0.722,7,-6.348,1,0.0395,0.581,4.47e-06,0.354,0.926,130.97,146533,4,27.82025,9
Bounce Your Body To The Box - Power Hit Extended Mix,Reese & Santonio,spotify:track:5AKLbF5jZkBJR1yeBchuAa,0.786,0.926,1,-13.39,1,0.0855,0.0161,0.494,0.106,0.532,125.33,386327,4,31.30165,19
Property - Def B4 Dishonour Mix,Blue Mercedes,spotify:track:2EQjroC9BUXvO99z4fX4e2,0.702,0.859,0,-11.824,1,0.0575,0.000531,0.704,0.1,0.834,120.149,401067,4,59.76079,13
Battery,Metallica,spotify:track:4A1jq5W97gi5ok44CgZiab,0.487,0.944,11,-6.78,0,0.0823,0.000135,0.601,0.0905,0.392,96.552,312707,4,38.62784,11
Something Good - Remix,Paul Haig,spotify:track:2CQqSLKb0lSFY9Arq8YoW7,0.805,0.936,2,-10.467,1,0.0377,0.0261,0.412,0.0875,0.992,115.601,272592,4,32.69658,13
First True Love Affair - Larry Levan Remix,Jimmy Ross,spotify:track:7joFZr4bgXEGyKOqswLpGd,0.819,0.615,9,-9.957,0,0.0717,0.0317,0.25,0.0777,0.877,118.198,427433,4,22.19261,17
"Disco Kicks - 12"" Remix Version",Boys Town Gang,spotify:track:2uJ1HDGZUyDZi6ydENEZ1d,0.697,0.686,3,-10.969,1,0.0388,0.000404,0.00122,0.177,0.638,132.528,517369,4,29.6763,17
The Sun Always Shines on T.V. - Extended Version #2; 2015 Remaster,a-ha,spotify:track:1S34e3RmdM9K7FUbnX3O9H,0.602,0.851,9,-5.912,0,0.0318,0.0179,0.156,0.0385,0.378,125.672,504973,4,23.131,18
Hawaiian Sophie,Jaz-O,spotify:track:1W1DgQEAEeCS7pGeWzzDFO,0.832,0.801,8,-11.79,1,0.147,0.0408,1.89e-06,0.895,0.888,96.03,266293,4,70.39578,9
I'm So Hot,Denise LaSalle,spotify:track:4dHc02hiFKJwDPIDkYOan9,0.75,0.605,5,-12.727,1,0.0364,0.135,0.00018,0.0718,0.984,114.278,301467,4,85.92314,8
La Gata Bajo la Lluvia,RocÃÂÃÂ­o DÃÂÃÂºrcal,spotify:track:2kfSFdq2h0xLXq01em1zc7
I (Who Have Nothing),Shirley Bassey,spotify:track:71BaSbtrr3wHBePBVrb1jd,0.477,0.1,9,-11.194,0,0.05,0.943,0.00028,0.372,0.325,133.557,161960,4,85.33715,6
Youth of America,Wipers,spotify:track:2Dj59k8Rar55hTbzwCt2bK,0.286,0.673,0,-5.75,1,0.0343,1.27e-05,0.855,0.0711,0.28,184.265,627107,4,41.80879,28
Kidney Bingos,Wire,spotify:track:5J3vglsRGr9RVxtqFQJDYq,0.676,0.656,9,-13.135,1,0.0281,0.136,0.0181,0.194,0.695,122.435,252067,4,51.19085,10
Caribou,Pixies,spotify:track:7noFstGWAG1n002hb6VKsY,0.322,0.639,7,-10.492,1,0.0436,0.0461,0.00495,0.213,0.281,115.092,194560,3,72.69282,7
Nobody's Fool,Cinderella,spotify:track:01Q4wU19hamqnhNjtuvTyI,0.367,0.445,9,-13.615,0,0.0286,0.0478,0.00284,0.163,0.149,67.197,287400,4,36.32,12
Keep It in the Family,Deodato,spotify:track:674Mdi18c6WEnH2EsDwz9V,0.836,0.663,0,-13.671,1,0.0793,0.309,0.208,0.0427,0.968,118.313,304040,4,88.68763,10
Easy Money,Dee Dee Sharp Gamble,spotify:track:032fYbgiB2cKwcr53n9mkk,0.532,0.79,4,-9.168,0,0.0872,0.0347,0.0112,0.0833,0.826,187.727,246240,4,50.96427,12
Freaky Dancin',Cameo,spotify:track:78mi0Ecvr92ZTn9pBPPg9S,0.927,0.885,11,-3.6,0,0.0492,0.0311,0.00379,0.0394,0.87,120.457,323173,4,54.05795,16
Satisfaction,Laura Branigan,spotify:track:7twfQ9tExZor0CaC3FogKj,0.588,0.774,6,-12.363,0,0.032,0.00746,0.444,0.0831,0.906,134.852,232773,4,21.58374,11
8:15 to Nowhere / Great Balls of Fire,Vicious Pink,spotify:track:1HcmupZK2O8yPvjijkas3G,0.816,0.737,7,-6.005,1,0.0843,0.015,0.000386,0.0951,0.624,140.092,296533,4,40.95742,12
The Light Is Always Green,The Housemartins,spotify:track:0xs3QgZkE5za2MfugDcjd9,0.643,0.27,10,-17.367,1,0.0305,0.0952,4.15e-06,0.113,0.733,108.108,238280,4,46.4077,11
All Night Thing,Invisible Man's Band,spotify:track:0SWIwGe12CPw3QV8hB9EPa,0.827,0.781,1,-8.106,0,0.062,0.0501,0.000124,0.0764,0.929,122.061,386907,4,19.00053,16
"Why - 12"" Version",Carly Simon,spotify:track:3hI05NM8JnJvQLZMUnRvMa,0.676,0.861,4,-8.991,0,0.0537,0.00576,0.00916,0.02,0.706,92.361,493990,4,83.41595,16
The Age Of Self,Robert Wyatt,spotify:track:0p48pOhJyjCOkfZIdNWe9Z,0.636,0.69,10,-11.442,1,0.0545,0.162,0.00394,0.292,0.586,90.736,168187,4,37.48692,9
"I Need You - 12"" Version",The Pointer Sisters,spotify:track:2D4kdEHxYNKdcPJgq8vauH,0.942,0.451,5,-8.295,0,0.0484,0.0623,3.99e-05,0.0996,0.963,105.432,350080,4,36.59673,14
The Edge of Forever,The Dream Academy,spotify:track:0ZljhJQbm611zf5ttHz43n,0.581,0.422,7,-14.022,1,0.0291,0.0727,1.17e-06,0.118,0.237,124.29,263840,4,29.25189,12
Tainted Love,Soft Cell,spotify:track:44hOGg1uFg1XJZGZYNwYmM,0.569,0.402,0,-10.151,1,0.0433,0.438,0,0.134,0.696,144.635,162507,4,50.72926,5
"European Son - John Punter 12"" Mix",Japan,spotify:track:5CDt9sAfq0EVpqz9ZTdzUe,0.573,0.697,10,-13.247,0,0.0474,0.0391,0.0125,0.0414,0.916,131.741,302387,4,60.22713,11
Aces High - 1998 Remastered Version,Iron Maiden,spotify:track:5uCo2wbScW9f1BnknpYYCi,0.301,0.968,2,-5.126,1,0.0606,0.000944,0.0107,0.186,0.58,134.22,269173,4,41.16936,15
You Never Knew Me - Remastered 2007,Magazine,spotify:track:5pHbM0btMx4xNpoIafOFcB,0.617,0.569,9,-10.387,1,0.0267,0.00883,0.0023,0.19,0.857,103.243,326760,4,56.97024,14
Tell It to My Heart - Club Mix,Taylor Dayne,spotify:track:6aKSXaRGkwlNVRL8aA8H1F,0.727,0.955,5,-6.024,0,0.0644,0.00778,0.00578,0.0996,0.946,119.106,405280,4,32.4136,15
Life On The Line - Version IV,Fad Gadget,spotify:track:7GQ7DNugX0Z4G2oKTjZ1hd,0.745,0.622,0,-12.229,1,0.0253,0.0719,2.94e-05,0.317,0.594,117.828,237000,4,37.83615,10
Schemer-Dreamer/That's All Right,Steve Walsh,spotify:track:4fFaoJglX9wjoj2jnEdVo6,0.51,0.805,2,-7.698,1,0.0398,0.0884,2.74e-06,0.325,0.951,103.747,323693,4,70.41142,16
Open Your Heart,Madonna,spotify:track:6poribUG9PSY1eudyCjJTS,0.619,0.876,7,-9.214,0,0.0417,0.0434,1.53e-05,0.0925,0.89,114.008,253067,4,53.87411,11
Weight Of The World,Erasure,spotify:track:31VFF6okCYEo1TYqkI4sgO,0.705,0.686,0,-14.36,1,0.028,0.0236,5.81e-05,0.0464,0.916,110.13,220173,4,43.79925,9
Graveyard,Butthole Surfers,spotify:track:7cUOoD1AQUpMw93PhPD9D7,0.504,0.949,7,-8.797,1,0.0385,0.0181,0.832,0.913,0.135,98.128,147893,4,39.82086,6
Lorelei,Cocteau Twins,spotify:track:1MwGbyzRmPXWABLIdW8tzG,0.387,0.669,0,-11.187,1,0.0395,0.000158,0.423,0.166,0.414,90.995,223573,4,39.90842,9
No Milk Today,Herman's Hermits,spotify:track:7tZkXnCZ6sXz0JQpApRLD6,0.659,0.561,9,-9.342,1,0.0302,0.356,0,0.208,0.93,133.536,176800,4,25.19709,10
You Meet My Approval - 2006 Remaster,Steve Arrington's Hall Of Fame,spotify:track:5AJRypnaj97aepRoLRPSQl,0.837,0.356,0,-16.184,1,0.0898,0.309,0.0154,0.103,0.781,106.737,334893,4,20.44761,16
