Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Over in the Gloryland,Lloyd Miller,spotify:track:2FmNOyUElfGDx87JIVCv5Q,0.618,0.34,10,-15.009,1,0.189,0.797,0.413,0.112,0.751,96.619,184680,4,23.52782,8
El Nuevo Amor,Orchestra Baobab,spotify:track:4Hmx7cYL4Fj0k2zjw8jF2F,0.613,0.416,3,-8.228,1,0.0462,0.991,0.00126,0.124,0.586,134.59,259933,4,35.56109,12
Latin Quarter,Caribbean Jazz Project,spotify:track:5JK8AxG8ElQSAQh7TTr5Vt,0.628,0.741,0,-9.708,1,0.0307,0.468,0.384,0.0996,0.628,110.054,299200,4,79.60958,11
Rissolty Rossolty,Ruth Crawford Seeger,spotify:track:58PcbmPBBQoffZBQYXamGS,0.298,0.277,5,-17.95,1,0.0467,0.87,0.854,0.144,0.599,117.468,176000,4,40.53382,7
Fantastic Cat,Takako Minekawa,spotify:track:1B0Thx3eY7d6DCbiwiYHCK,0.781,0.684,8,-10.282,1,0.0402,0.175,0.105,0.116,0.978,131.255,238733,4,40.56149,11
Sonia's Song,Mickey Jupp,spotify:track:6g1wr8TOfmyv1kJVrj2Ory,0.718,0.225,0,-13.301,1,0.0295,0.808,0.000994,0.0962,0.245,98.079,228467,4,39.74971,11
Density 21.5,Edgard Varèse,spotify:track:46OC9eSTSaMoJRcizstJzu,0.22,0.00792,7,-36.24,1,0.049,0.964,0.25,0.0974,0.147,80.829,245427,4,31.37379,15
Aqui Llego,Dj Joe,spotify:track:1grkqs0ePeh1EBKMo4wRK0,0.875,0.884,6,-5.141,1,0.219,0.0789,0,0.325,0.741,107.976,189675,4,26.40794,11
Jazz e blues,Olodum,spotify:track:4yM0x8TB3eyibrB4oizL5v,0.632,0.807,2,-10.502,1,0.0706,0.567,0,0.111,0.852,103.862,246133,4,31.86604,11
We've Got Some News,VeggieTales,spotify:track:07KTvaLMl4EnFUG2pIFw6n,0.574,0.351,3,-10.573,1,0.535,0.849,0,0.173,0.44,97.644,115760,4,66.10126,5
Molly & Tenbrooks - 1957 Single Version,Bill Monroe & His Blue Grass Boys,spotify:track:2IwObx0kyltn3kF4Ene9Mn,0.578,0.537,0,-9.589,1,0.0316,0.388,0.00365,0.343,0.888,145.869,140400,4,31.07123,9
"Holly Hox, Forget Me Nots",Saves The Day,spotify:track:7MmwOzmdhoHMbq86azsbB4,0.523,0.955,4,-4.711,1,0.0605,0.00166,1.91e-05,0.0749,0.675,106.871,157853,4,43.74672,6
Drinking in L.A.,Bran Van 3000,spotify:track:4WEaJQLlhlkOU7YJDLhn7x,0.568,0.707,3,-5.672,1,0.0582,0.0608,0,0.0673,0.663,171.968,236067,4,28.76063,11
You Let Me Down / Fried Chicken,Limpopo,spotify:track:3ER30mExueP6JepYyo2DR5,0.567,0.707,7,-8.429,1,0.0574,0.758,1.06e-06,0.0839,0.971,140.735,161827,4,29.54689,8
"TV Screen - ""Arizona Dream"" Original Motion Picture Soundtrack",Iggy Pop,spotify:track:5Ioy9ZoOzXYXIcaX3Ent6m,0.734,0.389,9,-13.423,0,0.0242,0.438,0.186,0.0358,0.338,99.806,318907,4,31.61346,15
Broken Heart,Spiritualized,spotify:track:2EW4Wu7bZhEyHd8LzJR1DU,0.132,0.302,8,-12.36,0,0.0397,0.583,0.639,0.188,0.0368,144.69,398307,4,31.56984,26
The Preacher,Beryl Bryden,spotify:track:0YzcDE0sGx45Ol3DW4Nfh4,0.616,0.454,10,-9.707,1,0.0414,0.568,0.000387,0.28,0.697,108.499,183360,4,53.47763,9
I'm Forrest... Forrest Gump,Alan Silvestri,spotify:track:1ijrMIqQvZNsnoqGukPzFD,0.402,0.046,5,-22.779,1,0.033,0.979,0.513,0.0771,0.0967,104.425,159667,4,26.31638,9
"Rhythm Is A Dancer - 7"" Edit",SNAP!,spotify:track:4RADreHMvMkZwsPgPr9z5c,0.794,0.745,9,-11.367,0,0.037,0.271,0.00041,0.143,0.706,124.249,225882,4,59.02142,11
Bruz,Jan Lundgren Trio,spotify:track:0nhd5EdxmfKuXdSJ8Y7rc5,0.555,0.282,10,-18.685,1,0.0361,0.843,0.898,0.695,0.676,98.014,284533,4,31.95505,8
69 année érotique,Serge Gainsbourg,spotify:track:6iDL8Jh3Bxy1U7kgAoFKth,0.562,0.393,7,-13.588,1,0.031,0.0198,0.293,0.173,0.81,120.805,197173,4,48.21064,9
ฟ้ายังมองเรา,Nantida Kaewbuasai,spotify:track:6QQfNcbvemTyzvZOgI97Yh,0.692,0.265,5,-15.227,1,0.0333,0.672,0.00107,0.083,0.51,118.828,191493,4,31.91652,10
There Is No Failure In God,Rev. Milton Brunson,spotify:track:31XFi1borsBwar2sOSn66s,0.505,0.939,0,-10.737,1,0.0708,0.0395,0.0322,0.969,0.662,136.248,288332,4,33.58114,9
Palabras,Johnny Dynamo,spotify:track:0dviDVVRPkVKH7jR1Gto7p,0.532,0.21,2,-16.462,1,0.0307,0.649,0,0.206,0.226,82.783,201293,4,29.14596,12
Sacrifice - 1st Version 1983,Bathory,spotify:track:3dE0o4NAcKYB3mxHw5S2Ng,0.15,0.848,2,-7.682,1,0.0556,9.05e-06,0.929,0.457,0.449,139.227,255360,4,24.62445,11
The Wall Will Fall - Instrumental,John McLaughlin,spotify:track:30BaBJDEe4yH6AqtVG6qTy,0.267,0.828,2,-12.491,0,0.0883,0.0553,0.0241,0.105,0.296,95.533,368667,4,38.74717,13
Nubes,Caifanes,spotify:track:7w4ojcH8NJ4LBmJZhSBTcT,0.721,0.85,9,-8.214,1,0.0331,0.19,0.00386,0.078,0.873,142.082,274000,4,39.10796,14
Enough,Sandra McCracken,spotify:track:0LakVm0ygWmCW30fZoQ48D,0.336,0.105,9,-14.24,1,0.0324,0.727,0,0.121,0.134,96.378,341933,3,21.06346,17
Tambourin chinois,Fritz Kreisler,spotify:track:2wDiAsqmPKagJVSmQgfqRF,0.443,0.18,7,-20.968,0,0.0574,0.97,0.748,0.0853,0.166,81.642,214000,4,39.85116,10
A Cappella,Acappella,spotify:track:6tkbKjaHRL2ZG5wtmHzXgn,0.556,0.412,7,-10.224,1,0.0992,0.764,0,0.0902,0.811,84.778,160933,4,36.9684,8
Doctor Jazz,George Girard,spotify:track:19hQ0TZYsfRKSrA2qrxMRH,0.46,0.572,0,-11.139,1,0.0519,0.654,0.183,0.368,0.843,109.523,228267,4,33.9728,11
Deutschmaschine,And One,spotify:track:56CIvdVMe5ihDFJcZroQoH,0.661,0.766,6,-9.585,1,0.0339,0.0825,0.0027,0.606,0.511,134.997,196280,4,42.69367,7
Scoot,Carl-Henrik Norin,spotify:track:19DP3vzCOtPQTkeVaxpRUJ,0.747,0.407,8,-7.692,1,0.0661,0.327,0.559,0.034,0.713,112.707,154427,4,21.08032,8
Rock-N-Roll Revolution In The Streets Pt. 2,Miracle Workers,spotify:track:4cJJOEvI5PFZeYyI6KTUol,0.357,0.924,6,-13.238,0,0.0582,5.58e-06,0.833,0.979,0.262,93.579,242640,4,57.55581,10
Soul Seeker (feat. Russ Freeman),The Rippingtons,spotify:track:6RPc93YhFpeMH8qcmDzhCp,0.701,0.484,5,-14.559,0,0.0371,0.0379,0.569,0.0764,0.565,95.839,280267,4,52.62451,14
I'll Never Be The Same,Eddie Lang,spotify:track:5cJjt3d5qD3zo3QnYbcJq3,0.596,0.248,10,-16.91,1,0.0491,0.959,0.868,0.228,0.634,139.704,182800,4,37.4726,7
Never Gonna Break Your Heart,Richard Elliot,spotify:track:5ACm689BdnLtf1h9hT3BUr,0.558,0.424,3,-11.38,1,0.0311,0.43,0,0.547,0.318,135.992,206800,4,67.97116,7
Soft Lights and Music,Gordon Rees,spotify:track:1CKHqyKRgUgKkk6KY1Wklp,0.66,0.261,9,-13.844,0,0.0411,0.349,0.000455,0.139,0.672,131.156,140493,4,30.55635,10
Italia,Harry Rabinowitz,spotify:track:5NQjUMIiFiNkNgjroLHgc0,0.133,0.111,5,-20.037,1,0.0341,0.818,0.582,0.104,0.0772,68.535,97360,3,18.76857,7
Nebraska,moe.,spotify:track:3g6Iv6AJddkj641ufya8h4,0.645,0.623,2,-7.836,1,0.0359,0.566,0,0.204,0.624,95.968,229667,4,25.89756,10
Stranger,Donald Lawrence & The Tri-City Singers,spotify:track:2v0UjVVZWg2J0kfIAAYsCj,0.444,0.965,3,-8.205,0,0.0547,0.285,0,0.973,0.575,200.177,195293,4,32.27844,11
Arcana,Edgard Varèse,spotify:track:1Pgw7E5CIs8aZGJ9pqRBak,0.264,0.365,3,-16.909,0,0.0749,0.694,0.651,0.169,0.0547,140.266,1110240,4,17.87218,47
Shotgun Blues,Lightnin' Hopkins,spotify:track:4il8Ki3peNFcKUafJLhy0P,0.661,0.172,3,-15.791,0,0.0473,0.839,9.14e-06,0.0993,0.707,100.562,161200,4,39.58008,10
Ordinary Story,In Flames,spotify:track:0Lc3diklqgtWER4cnESn8u,0.439,0.983,3,-4.911,1,0.123,1.31e-05,0.319,0.183,0.262,156.977,256333,4,34.18605,9
Red Light Fever,Demented Are Go,spotify:track:5LRNpyL4VvbFY86H9JxeJm,0.266,0.98,7,-4.775,0,0.113,3.82e-06,0.712,0.105,0.208,119.43,124933,4,49.23172,7
Nervos de Aço,Joanna,spotify:track:0NbC9rdpSQ6ByxaHWWjs76,0.711,0.395,11,-11.124,0,0.0537,0.613,0,0.319,0.417,118.086,217373,4,30.58381,14
Butterfly's Day Out,Mark O'Connor,spotify:track:5XLk9yZZbOalRk7VtdTptk,0.379,0.0567,7,-26.099,1,0.04,0.962,0.444,0.0613,0.297,112.366,282667,4,37.3197,14
Transylvanian Concubine,Rasputina,spotify:track:32ld9N8e1101MHfc1vNPIV,0.258,0.585,5,-6.969,1,0.0403,0.502,0.00117,0.289,0.442,155.103,167600,3,35.84691,12
City Rock,Francis Lai,spotify:track:7EDuGscj9EyR9FW3G9UKo9,0.569,0.858,2,-9.694,1,0.0313,0.00173,0.856,0.0554,0.666,134.351,271160,4,27.76855,12
Aline,João Mineiro & Marciano,spotify:track:2gvrSeHgJaiczOt102ou2U,0.248,0.449,11,-9.502,1,0.0366,0.422,0,0.123,0.39,180.161,181600,3,28.06798,8
Strength,Embodyment,spotify:track:4FK9qtITNJIzx66pj7khNB,0.403,0.977,1,-7.323,1,0.0634,1.58e-05,0.0988,0.077,0.342,114.561,260293,3,60.79199,10
Six Feet,Strung Out,spotify:track:5sOYVrhkRbZF5ukCelF1RS,0.433,0.974,11,-5.071,0,0.061,0.00303,0,0.302,0.676,105.872,106867,4,30.44856,6
Rosaleena,The Valiants,spotify:track:2V0pxK5PPRyxmHfsjBwfEQ,0.433,0.772,0,-8.241,1,0.0335,0.197,0,0.151,0.855,174.569,112000,4,26.4851,6
Necropedophile,Cannibal Corpse,spotify:track:5ycOd8aYjGCIrDfLNKqmKW,0.266,0.986,8,-8.346,0,0.166,0.000386,0.747,0.43,0.302,86.179,245773,4,36.25181,14
Can Y Medd,Dafydd Iwan,spotify:track:6PnvLJP3Ipvsr31vmu7RLp,0.56,0.383,0,-10.297,1,0.0277,0.702,8.03e-06,0.102,0.693,126.166,153893,4,22.20374,9
Peer Gynt Suite No.1 op. 46 Morning (Allegro pastorale),Academy of St. Martin in the Fields,spotify:track:3kBtqDJvBkxnmuxo5cQlkj,0.166,0.0171,4,-23.719,1,0.0396,0.985,0.941,0.123,0.0361,68.23,259573,3,35.22576,13
Serpents Coil,Cryptopsy,spotify:track:5W4aZbABq2fPKfXfxdI4Fn,0.295,0.988,11,-4.314,0,0.268,2.51e-06,0.907,0.072,0.201,108.873,198293,4,48.33139,11
Whatcha Say?,The Kaisers,spotify:track:5nLNyVg3HxwCbejKO1ZiAi,0.175,0.967,10,-7.835,1,0.217,0.118,0.837,0.759,0.563,184.384,128800,4,44.64977,7
Amigos Nada Más,Los Angeles Azules,spotify:track:5B5eaJFprnSiCLlXTenkr3,0.689,0.359,0,-7.896,1,0.0464,0.623,0,0.0855,0.732,82.206,210040,4,38.03221,10
A Devil Like Me (Needs An Angel Like You),Ben Steneker,spotify:track:59t38DoqQoZopvfqdgoUck,0.556,0.628,11,-10.713,1,0.0807,0.521,1.91e-06,0.298,0.934,175.404,130107,4,34.15176,7
Hate,Iggy Pop,spotify:track:0RIIjJtSJjLvb1L5tl7mMA,0.29,0.655,8,-5.933,1,0.0385,0.000176,0.0214,0.183,0.0975,123.157,421307,4,106.68589,13
Enjoy,Björk,spotify:track:6JQVN9gi04NCK1tiz0aQA1,0.543,0.878,1,-10.744,1,0.0561,0.00142,0.731,0.137,0.438,84.216,234227,4,79.85797,8
Hideous Mutant Freaks,Axiom Funk,spotify:track:6LAZs8vmEfKKIaUHbHvxXW,0.638,0.73,6,-12.12,0,0.123,0.0426,6.08e-05,0.103,0.713,98.736,441173,4,34.02328,17
Enter,Cybotron,spotify:track:69hRGV0nTPd851z5O50dn5,0.674,0.708,1,-10.747,1,0.064,0.0388,0.00967,0.273,0.694,110.434,337533,4,35.10824,19
Jazz Devil,Barry Adamson,spotify:track:3Pnuk4rQDu4jV40rmqYzc9,0.654,0.479,6,-10.11,0,0.0844,0.493,0.128,0.103,0.481,114.03,306200,4,48.42992,15
I Wanna Be Your Dog - Soundtrack Version,The Stooges,spotify:track:5CiJaEBu2wptCvC9deCEIE,0.535,0.95,4,-3.961,0,0.038,0.105,0.017,0.51,0.176,120.66,185133,4,77.05117,6
Cazuela de Rock,Tabletom,spotify:track:6L5ewYsiGeeWkzsf0BUbVr,0.569,0.556,2,-11.86,1,0.0322,0.000451,0.00186,0.147,0.782,143.81,185000,4,43.71438,9
"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",Frédéric Chopin,spotify:track:2TB6PQkgnw9rrFRK4VOOrC,0.411,0.0487,10,-25.68,1,0.0383,0.985,0.918,0.0944,0.101,128.856,248933,1,30.7052,16
Runaway Blues,Ma Rainey,spotify:track:7KZ6eGK7OuLXUzTVGdc7cL,0.81,0.233,5,-15.719,0,0.0515,0.981,0.00517,0.132,0.555,86.258,146227,4,25.85132,6
Sirop rock and roll,Eddy Mitchell,spotify:track:4wUorJVKb89Bl9ns9ZhtHx,0.501,0.956,0,-6.758,1,0.0865,0.427,0.00159,0.806,0.834,172.714,167707,4,26.28947,9
Hojas Blancas,El Gran Combo De Puerto Rico,spotify:track:1FBaJ2SxddVYjXWUVaeinl,0.553,0.355,0,-12.415,1,0.0416,0.82,0.0417,0.29,0.892,100.416,220311,4,25.40744,11
Cast Your Cares,Donald Lawrence & The Tri-City Singers,spotify:track:53essi278VeJlupRbI09Pr,0.343,0.818,5,-8.566,0,0.121,0.481,0,0.968,0.294,104.526,328773,3,25.83671,15
Head To Wall,Quicksand,spotify:track:75EwFbw7cPAoTFDAxtFfzm,0.545,0.753,7,-6.828,1,0.0538,0.000343,0.249,0.526,0.299,137.515,187199,4,40.70225,9
Tenderly - Instrumental,Chet Baker,spotify:track:6i5EWjhdORPYWGyYVHfhxE,0.491,0.076,3,-18.024,1,0.0409,0.971,0.591,0.163,0.213,120.296,399000,4,34.62616,18
Bunnies,Pansy Division,spotify:track:5qneRJwocbutMZIoM0FdCV,0.567,0.951,9,-5.982,1,0.0363,0.00104,0,0.23,0.855,100.85,123402,4,33.24526,6
Carioca,Fender Rollers,spotify:track:3FRhSYoFK7lWX585zEQTr7,0.573,0.884,2,-7.189,1,0.0406,0.205,0.863,0.102,0.826,89.114,184200,4,61.64258,8
Pop Cigar,Garageland,spotify:track:6x4D4cqTZHVW9ZOg3Rs0sD,0.372,0.547,4,-9.832,0,0.0317,0.000882,0.0629,0.0686,0.239,116.488,285573,4,49.5127,9
Suite from Forrest Gump,Alan Silvestri,spotify:track:435vx38BVoUIqSG1VfoJOh,0.111,0.103,5,-18.36,1,0.0356,0.893,0.816,0.164,0.0448,84.52,394240,4,59.40139,15
The Time Has Come (Pikachu's Goodbye),Pokémon,spotify:track:6jOy7e1JqskcFqu73qp4BF,0.346,0.332,0,-8.017,1,0.036,0.582,0,0.0661,0.225,199.903,185507,4,40.60168,12
Hot Topic,Le Tigre,spotify:track:4otN5ZboeohAAAXaGnLCIH,0.728,0.942,6,-4.036,0,0.0885,0.00423,3.24e-06,0.146,0.785,132.99,224667,4,36.60515,13
Pilgrimage,Metalium,spotify:track:5UpyTZO8SXU4ZotKVwlVeg,0.445,0.986,3,-3.372,0,0.156,6.7e-05,0.0193,0.0694,0.192,129.955,309467,4,30.19417,15
"Hey Ma, Do I Hafta Choke On These",Cap'n Jazz,spotify:track:0ccNLbLKpv3gEUU2I91fQz,0.66,0.485,5,-9.658,1,0.0261,0.00957,0.00025,0.139,0.199,91.619,128773,4,40.1017,5
Zonder 'T Te Weten,Corry Konings,spotify:track:0uDEUlFWjGOo8b2fVAUiLn,0.759,0.401,9,-12.397,1,0.0266,0.469,0.00115,0.159,0.558,108.682,283160,4,45.17268,13
Clouds,Cibo Matto,spotify:track:70u3Gfnip6s8dY4utHYeYG,0.758,0.535,6,-6.018,0,0.0664,0.0363,0.66,0.0546,0.834,95.98,207107,4,40.82002,11
Eu Quero Mesmo E Tocar,Made In Brazil,spotify:track:3PAtq1KQOqg6bFfF5bqRP4,0.258,0.942,9,-8.831,1,0.0501,0.0749,0.00229,0.498,0.646,171.007,218667,4,45.39592,10
Rock da Vovó,Resgate,spotify:track:6hoQOUSINSIm70bmJSujKe,0.579,0.845,11,-9.173,0,0.0438,0.0189,0,0.131,0.788,154.797,225149,4,29.17997,10
Bird's Lament,Moondog,spotify:track:1EuFHPoVGfyfEZBaYExK7v,0.594,0.291,2,-11.158,1,0.0429,0.763,0.879,0.106,0.0979,63.384,123893,5,22.53855,7
Straight Down to Hell,The Meteors,spotify:track:778YSP7tAULGdjkWxEXpx7,0.305,0.98,10,-7.012,0,0.0944,0.582,0.00137,0.279,0.454,196.803,227960,4,33.88319,12
Philemon And Baukis,Lou Harrison,spotify:track:2v4GrsOyGu2uaZJm7gEYym,0.187,0.0948,10,-26.696,0,0.0406,0.957,0.643,0.131,0.0788,111.36,759333,4,30.11248,40
Ghost in This House,Alison Krauss,spotify:track:33jXZCskHTfXtmBd2EImNy,0.415,0.188,10,-11.088,1,0.0305,0.805,0,0.235,0.172,134.318,240400,4,28.77603,10
43% Burnt,The Dillinger Escape Plan,spotify:track:3zlaF6d64vPWScaR0hSaqB,0.349,0.925,9,-6.767,0,0.157,6.02e-05,0.000312,0.0577,0.282,138.946,271307,5,98.71758,8
Sonho de Metal / Opalão,GOG,spotify:track:13EFGoCRN2nIEBpXiaNPrU,0.94,0.7,9,-8.463,0,0.34,0.0611,0,0.384,0.874,102.564,272493,4,34.89586,14
"Tezetayé Antchi Lidj (Baby, My Unforgettable Remembrance)",Mulatu Astatke,spotify:track:44MktG3yECrGmoOVz755ug,0.458,0.471,0,-8.44,0,0.0306,0.605,0.759,0.111,0.883,83.916,364387,3,36.57434,13
"Ya, Ya, Ya, Ya",The Mr. T Experience,spotify:track:14qTU7HQFYLlsEpy6fdBB1,0.468,0.927,6,-7.211,0,0.039,1.11e-05,0.592,0.308,0.507,99.967,103493,4,16.13068,3
Mushroom - 2011 Remastered,CAN,spotify:track:56yLqx4OZhGZNUApCUmLS4,0.626,0.539,4,-11.173,0,0.0315,0.00903,0.601,0.402,0.26,118.852,243573,4,83.58373,8
Os Bons Tempos Voltaram,Made In Brazil,spotify:track:3Y5KEG11vCuK2MNExD4koZ,0.344,0.371,9,-10.801,1,0.0358,0.308,0,0.149,0.336,78.404,217600,4,18.61322,11
Wise to Da Game,25 Ta Life,spotify:track:3Gnd4wOi7QcLqSRCcbSlx0,0.221,0.97,8,-6.884,0,0.0966,9.33e-06,0.861,0.708,0.167,154.17,209413,4,69.48582,6
New Orleans Stomp,Jim Cullum Jazz Band,spotify:track:6MaEEuzGQOzgJKCj63zVF5,0.509,0.465,3,-15.035,1,0.0443,0.756,0.803,0.89,0.865,125.157,218933,4,46.60603,9
Turning Ground,Caroline Lavelle,spotify:track:1B53Uecac30G7cQzrm4jR4,0.309,0.229,10,-18.258,1,0.0315,0.865,0.883,0.118,0.0382,200.702,283266,4,59.01522,13
Like A Parasite,The Queers,spotify:track:42InPIKN75glxg51jOHd1G,0.534,0.934,7,-4.28,1,0.036,0.00103,0.221,0.375,0.97,130.931,172200,4,44.96101,8
Sell Destruction,Doughnuts,spotify:track:2LgCf84tdWdSe40liG2E4K,0.411,0.715,9,-6.649,1,0.0914,0.131,0,0.192,0.532,151.449,181400,4,31.78422,10
Don't Have The Cow,SNFU,spotify:track:0bh8UpkgH4cKMFhkUmxjeL,0.211,0.911,7,-7.544,1,0.178,0.00299,0.00793,0.139,0.323,172.253,160093,4,27.16625,7
Ball And Chain (Honky Tonk),Mike Ness,spotify:track:1LDXhlWnWmrQeUp3B7bzDV,0.503,0.713,3,-5.932,1,0.0331,0.000468,4.75e-05,0.052,0.524,108.873,349067,4,93.04936,10
Two Continents,Patrick O'Hearn,spotify:track:462AooGMJVJGt9baH2cPzW,0.45,0.39,5,-15.844,0,0.0334,0.911,0.949,0.0675,0.06,93.088,341267,3,64.84875,11
Merry Christmas,Wesley Willis,spotify:track:5NNINJW79iOV0BKfzcNJ2b,0.596,0.592,7,-12.309,1,0.0296,0.000171,0.00143,0.36,0.706,95.372,175027,4,23.04477,8
I Was Wrong,Sisters of Mercy,spotify:track:0BcNF95Ei0tG50rsXoviiL,0.656,0.695,9,-11.66,1,0.0243,0.0117,0.0161,0.114,0.765,100.511,371326,4,39.45618,18
Ruby My Dear,Roy Hargrove,spotify:track:1czzmAtPTw287TyMQEfCfg,0.412,0.195,8,-10.288,1,0.0331,0.9,0.709,0.106,0.0778,133.918,372493,4,24.01404,15
Muertos del rock - Vol II,Def Con Dos,spotify:track:0x9jdYastpA9KCDm1Io0Iy,0.62,0.989,5,-2.69,1,0.058,0.121,0,0.397,0.47,116.752,211306,4,34.94168,10
My Valuable Hunting Knife,Guided By Voices,spotify:track:2D8y35QtQVO0qPQaKuUGM0,0.55,0.851,10,-6.757,1,0.0325,0.947,0.815,0.226,0.926,135.825,120333,4,21.78684,6
Carta de amor,Alípio Martins,spotify:track:29K6Xf0ZjWWWpdvq02rKIk,0.532,0.5,4,-11.131,0,0.0284,0.68,0.00233,0.163,0.682,135.482,218360,4,44.3517,11
Keep On Rotting in the Free World,Carcass,spotify:track:3s4RcMCT9ccp5hk43QRzdE,0.303,0.868,2,-6.168,1,0.0751,9.03e-06,0.746,0.26,0.648,160.295,222600,4,54.01863,10
Talento de Television,Willie Colón,spotify:track:1OqKs6hDzLPd0zXuoJ6lNj,0.771,0.845,2,-4.99,1,0.0428,0.671,2.03e-05,0.157,0.938,105.129,277400,4,30.56138,15
Blackman Know Yourself,Femi Kuti,spotify:track:0lKvlc8fsccGK3yQXlogl0,0.756,0.915,10,-7.097,0,0.0744,0.0285,1.37e-05,0.127,0.948,104.876,319160,4,30.44362,12
Coração De Papel,Sérgio Reis,spotify:track:1rpwKiNxa37Imzse6ozDyi,0.441,0.414,0,-15.937,1,0.0407,0.0352,3.6e-05,0.309,0.67,134.181,186733,4,29.03224,10
Cora,Randy Edelman,spotify:track:0jukYJUkCFjUe4FRDBAEfp,0.17,0.0917,4,-22.759,1,0.0448,0.918,0.954,0.115,0.0499,124.549,153267,4,18.23097,8
Still Waters,The Osborne Brothers,spotify:track:7dDreqR1BVhS0kxdAHXRKt,0.639,0.371,11,-13.73,1,0.0326,0.761,4.26e-05,0.145,0.915,95.063,197773,3,45.41422,9
Loga,Girma Wolde Michael,spotify:track:79KOMr0Dj7RWWnJHfqBtBT,0.723,0.592,1,-12.319,0,0.0629,0.365,0.759,0.0623,0.85,91.026,383867,4,30.97488,17
Mètché Dershé (When Am I Going to Reach There?),Mulatu Astatke,spotify:track:4MpyYQeDHw3wHb4VNTbWQY,0.632,0.513,7,-8.922,1,0.0351,0.783,0.482,0.215,0.383,126.359,240187,4,30.75284,13
The Undefeated,Iggy Pop,spotify:track:6Bx1zMpuy4ucxaYB9VEwoE,0.582,0.881,2,-9.914,1,0.0281,0.013,0.000832,0.201,0.853,131.918,305040,4,58.16896,16
