Here Comes The Boy,Tracey Dey
You Don't Know Me,Ray Charles
Be My Girl,The Four-Evers
Spinning Wheel,"Blood, Sweat & Tears"
Knucklehead,Bar-Kays
You Are My Sunshine,Johnny And The Hurricanes
I Told The Brook,Marty Robbins
Love (Makes the World Go 'round),Paul Anka
The Twist,Chubby Checker
Sailor Boy,The Chiffons
I Do Love You,Billy Stewart
Lovin' Things,The Grass Roots
His Kiss,Betty Harris
Save Your Heart For Me,Gary Lewis And The Playboys
Unchained Melody,The Righteous Brothers
I'm A Man,The Spencer Davis Group
I Want To (Do Everything For You),Joe Tex
Piece Of My Heart,Big Brother And The Holding Company
No Arms Can Ever Hold You,The Bachelors
Bring A Little Lovin',Los Bravos
(You're the) Devil In Disguise,Elvis Presley With The Jordanaires
For Mama (La Mamma),Connie Francis
Mom And Dad's Waltz,Patti Page
Dum-De-Da,Bobby Vinton
A Man Needs A Woman,James Carr
Chapel In The Moonlight,The Bachelors
Malagueña,Connie Francis
I Love You So,Bobbi Martin
Hey Joe,The Leaves
Lookin' For A Love,The Valentinos
Marlena,The 4 Seasons
Riverboat,Faron Young
Memphis Soul Stew,King Curtis
Am I That Easy To Forget,Debbie Reynolds
Exodus,Ferrante & Teicher
James (Hold The Ladder Steady),Sue Thompson
"Baby, What's Wrong",Lonnie Mack
Ride Away,Roy Orbison
What Have I Got Of My Own,Trini Lopez
Nobody Cares (about me),Jeanette (Baby) Washington
I Wanna Be Loved,Dean And Jean
Farmer John,The Premiers
Up From The Skies,The Jimi Hendrix Experience
Teensville,Chet Atkins
"Baby, I Love You",Andy Kim
"Lonely Boy, Lonely Guitar",Duane Eddy
A Thousand Shadows,The Seeds
Coo Coo,Big Brother And The Holding Company
Zip Code,The Five Americans
I'll Bet You,Funkadelic
Sweet Young Thing Like You,Ray Charles
"Softly, As I Leave You",Frank Sinatra
"Help Me, Rhonda",The Beach Boys
Walk On By,Leroy Van Dyke
Punish Her,Bobby Vee
By The Time I Get To Phoenix,Isaac Hayes
You're The Reason I'm Living,Bobby Darin
Out Of The Blue,Tommy James And The Shondells
Lumberjack,Brook Benton
Princess In Rags,Gene Pitney
Little Arrows,Leapy Lee
"1, 2, 3, Red Light",1910 Fruitgum Co.
Life,Sly & The Family Stone
"Mind, Body and Soul",The Flaming Ember
Any Day Now (My Wild Beautiful Bird),Chuck Jackson
It Feels So Right,Elvis Presley With The Jordanaires
Way Down Yonder In New Orleans,Freddie Cannon
A Thousand Stars,Kathy Young With The Innocents
The Loneliest Night,Dale & Grace
On A Saturday Night,Eddie Floyd
"Signed, Sealed And Delivered",Rusty Draper
Don't Be Cruel,Barbara Lynn
Let There Be Drums,Sandy Nelson
Dreamy Eyes,Johnny Tillotson
San Francisco Girls (Return of the Native),Fever Tree
Please Don't Ever Leave Me,The Cyrkle
Bubble Gum Music,Rock & Roll Double Bubble
I Spy (For The FBI),Jamo Thomas & His Party Brothers Orchestra
Voodoo Woman,Bobby Goldsboro
Please Don't Ask About Barbara,Bobby Vee
Surfin' U.S.A.,The Beach Boys
Baby I'm Lonely,The Intruders
Shake! Shake! Shake!,Jackie Wilson
Make It Easy On Yourself,The Walker Bros.
"Listen, They're Playing My Song",Ray Charles
Nobody But You Babe,Clarence Reid
Changes,Crispian St. Peters
Do Anything You Wanna (Part I),Harold Betters
Batman & His Grandmother,Dickie Goodman
It's Nice To Be With You,The Monkees
It's Not The End Of Everything,Tommy Edwards
I'll Be There,Gerry And The Pacemakers
You Were Made For Me,Freddie And The Dreamers
Ain't That A Groove (Part 1),James Brown And The Famous Flames
Hungry For Love,San Remo Golden Strings
I Believe I'm Gonna Make It,Joe Tex
"Since I Met You, Baby",Sonny James
Forever,The Marvelettes
Lady Madonna,The Beatles
To A Sleeping Beauty,Jimmy Dean
Mack The Knife,Bobby Darin
3rd Man Theme,Herb Alpert & The Tijuana Brass
The Doctor,Mary Wells
I'm A Woman,Peggy Lee
You Gave Me Something (And Everything's Alright),Fantastic Four
Our Winter Love,Bill Pursell
(The Best Part Of) Breakin' Up,The Ronettes
Girl You're Too Young,Archie Bell & The Drells
On Broadway,The Drifters
Is It Because I'm Black,Syl Johnson
Off To Dublin In The Green,The Abbey Tavern Singers
Save The Last Dance For Me,The Drifters
Soon I'll Wed My Love,John Gary
Lipstick Traces (On A Cigarette),The O'Jays
Here I Am,Dionne Warwick
Where Does Love Go,Freddie Scott
Anna,Jorgen Ingmann & His Guitar
Hung On You,The Righteous Brothers
Nothing But Heartaches,The Supremes
Te-Ta-Te-Ta-Ta,Ernie K-Doe
"Dianne, Dianne",Ronny And The Daytonas
Since I Met You Baby,Bobby Vee
Think,Aretha Franklin
Operator,Brenda Holloway
All I See Is You,Dusty Springfield
Never My Love,The Association
Sweet Pea,Tommy Roe
Wham!,Lonnie Mack
It Do Me So Good,Ann-Margret
I Fall To Pieces,Patsy Cline
Main Theme from Exodus (Ari's Theme),Mantovani & His Orch.
The Way You Look Tonight,The Lettermen
Cry Like A Baby,The Box Tops
My Love,Nat King Cole-Stan Kenton
When You're Gone,Brenda & The Tabulations
Sweet Sixteen Bars,Earl Grant
Midnight,Johnny Gibson
What Would You Do?,Jim Reeves
Wipe Out,The Surfaris
Please Don't Fight It,"Dino, Desi & Billy"
You're Looking Good,Dee Clark
Special Occasion,Smokey Robinson & The Miracles
"Green, Green",The New Christy Minstrels
You're Sixteen,Johnny Burnette
One More Heartache,Marvin Gaye
Peter Rabbit,Dee Jay And The Runaways
Barbara-Ann,The Regents
What Is A Man,Four Tops
Satin Pillows,Bobby Vinton
Night Train,The Viscounts
You Can Bring Me All Your Heartaches,Lou Rawls
Suddenly You Love Me,The Tremeloes
Goin' Out Of My Head,Little Anthony And The Imperials
Lemon Tree,Trini Lopez
Cycles,Frank Sinatra
The Love Of A Boy,Timi Yuro
She's About A Mover,Otis Clay
I'll Make All Your Dreams Come True,Ronnie Dove
Don't Touch Me,Jeannie Seely
I Wanna Thank You,The Enchanters
I Can't Say No To You,Betty Everett
Lovin' Place,Gale Garnett
Pocketful Of Miracles,Frank Sinatra
With Pen In Hand,Vikki Carr
The Chokin' Kind,Joe Simon
Too Slow,The Impressions
Secret Love,"Richard ""Groove"" Holmes"
Cast Your Fate To The Wind,Sounds Orchestral
My Girl Josephine,Fats Domino
I Love You More And More Every Day,Al Martino
I'm Gonna Be Strong,Gene Pitney
Goin' Out Of My Head/Forget To Remember,Frank Sinatra
Saturday Night,The New Christy Minstrels
Here Comes The Night,Them
How Do You Catch A Girl,Sam The Sham and the Pharaohs
Runaround,The Regents
Let Me In,The Sensations
Surf City,Jan & Dean
Misty Blue,Eddy Arnold
I Got The Feelin' (Oh No No),Neil Diamond
The Things We Did Last Summer,Shelley Fabares
Hey Hey Bunny,John Fred And The Playboys
Zorba The Greek,Herb Alpert & The Tijuana Brass
Ha Ha Said The Clown,The Yardbirds
Stewball,"Peter, Paul & Mary"
"Yes, I'm Lonesome Tonight",Dodie Stevens
I'm Gonna Do All I Can (To Do Right By My Man),Ike & Tina Turner
Lover's Prayer,Wallace Brothers
No Not Much,The Smoke Ring
Cupid,Johnny Nash
Out Of My Mind,Johnny Tillotson
Lost,Jerry Butler
Goodnight My Love,The Happenings
I Could Never Lie To You,The New Colony Six
Yes It Is,The Beatles
The Same Old Me,Guy Mitchell
These Are Not My People,Johnny Rivers
Brother Love's Travelling Salvation Show,Neil Diamond
The Wanderer,Dion
"Mercy, Mercy",Don Covay & The Goodtimers
Go On Home,Patti Page
Wait For Me,The Playmates
Sweet Nothin's,Brenda Lee
Mercy,Ohio Express
Limbo Rock,The Champs
The Pink Panther Theme,Henry Mancini And His Orchestra
Proud Mary,Solomon Burke
I'll Take Care Of You,Bobby Bland
Get Together,The Youngbloods
Break Away,The Beach Boys
20-75,Willie Mitchell
Why,Frankie Avalon
Try To Remember,Ed Ames
And Get Away,The Esquires
So You Want To Be A Rock 'N' Roll Star,The Byrds
To Each His Own,Frankie Laine
Cloud Nine,Mongo Santamaria
Philly Dog,The Mar-Keys
Five Brothers,Marty Robbins
"Caroline, No",Brian Wilson
Let The Four Winds Blow,Fats Domino
(The Lights Went Out In) Massachusetts,Bee Gees
Dancin' Party,Chubby Checker
My Babe,The Righteous Brothers
Birds Of Britain,Bob Crewe Generation
I'll Never Dance Again,Bobby Rydell
Delaware,Perry Como
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),Candi Staton
Bristol Twistin' Annie,The Dovells
Tijuana Taxi,Herb Alpert & The Tijuana Brass
Okie From Muskogee,Merle Haggard And The Strangers
Flowers On The Wall,The Statler Brothers
You Don't Know Me,Lenny Welch
I Gotta Woman (Part One),Ray Charles and his Orchestra
Downtown,Mrs. Miller
I Can Make It With You,Pozo Seco Singers
Baby's Gone,Gene Thomas
Where Are You,Dinah Washington
P.S. I Love You,The Beatles
Mustang Sally,Wilson Pickett
The Ten Commandments Of Love,Little Anthony And The Imperials
Just Dropped In (To See What Condition My Condition Was In),The First Edition
For Your Love,The Wanderers
I'll Never Fall In Love Again,Tom Jones
A Scottish Soldier (Green Hills of Tyrol),Andy Stewart
Since I Don't Have You,Chuck Jackson
While You're Out Looking For Sugar?,The Honey Cone
What Now My Love,Sonny & Cher
Barefoot In Baltimore,Strawberry Alarm Clock
Kiss Me Sailor,Diane Renay
For Your Precious Love,Garnet Mimms & The Enchanters
The Return Of The Red Baron,The Royal Guardsmen
"Painted, Tainted Rose",Al Martino
Eso Beso (That Kiss!),Paul Anka
"I Rise, I Fall",Johnny Tillotson
Please Say You're Fooling,Ray Charles and his Orchestra
Miller's Cave,Bobby Bare
No If's - No And's,Lloyd Price and His Orchestra
Hotel Happiness,Brook Benton
Turn-Down Day,The Cyrkle
First Day Back At School,Paul and Paula
The Price,Solomon Burke
Take Me In Your Arms (Rock Me A Little While),Kim Weston
When Something Is Wrong With My Baby,Sam & Dave
Heat Wave,Martha & The Vandellas
Maybe,The Shangri-Las
Where Will The Words Come From,Gary Lewis And The Playboys
The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks
Fools Rush In (Where Angels Fear To Tread),Brook Benton
The Happening,Herb Alpert & The Tijuana Brass
Windy,The Association
Stop! And Think It Over,Perry Como
She Can't Find Her Keys,Paul Petersen
I Want To Love You For What You Are,Ronnie Dove
Jenny Lou,Sonny James
Mony Mony,Tommy James And The Shondells
Walking The Dog,Rufus Thomas
I Got You Babe,Sonny & Cher
What To Do With Laurie,Mike Clifford
Michael,The C.O.D.'s
"Oh, How It Hurts",Barbara Mason
Beauty Is Only Skin Deep,The Temptations
Ebony Eyes,The Everly Brothers
Because They're Young,Duane Eddy And The Rebels
Searching,Jack Eubanks
Pennies From Heaven,The Skyliners
Cold Feet,Albert King
Too Much Tequila,The Champs
The Choice,The O'Jays
Honey Chile,Martha Reeves & The Vandellas
Don't Throw Away All Those Teardrops,Frankie Avalon
You Better Sit Down Kids,Cher
Leaning On The Lamp Post,Herman's Hermits
Bye Bye Baby,Mary Wells
World Of Fantasy,The Five Stairsteps
Wishin' On A Rainbow,Phill Wilson
I Found A True Love,Wilson Pickett
Walk Right In,The Moments
One Has My Name (The Other Has My Heart),Barry Young
Can't Take My Eyes Off You,Frankie Valli
What Am I Going To Do Without Your Love,Martha & The Vandellas
Are You Lonely For Me,Freddy Scott
"Hello Mudduh, Hello Fadduh! (A Letter From Camp)",Allan Sherman
Trains And Boats And Planes,Dionne Warwick
Bumble Boogie,B. Bumble & The Stingers
It Keeps Right On A-Hurtin',Johnny Tillotson
Only You (And You Alone),Mr. Acker Bilk
"Oo Wee Baby, I Love You",Fred Hughes
Bermuda,Linda Scott
My Girl/Hey Girl,Bobby Vee
The New Girl In School,Jan & Dean
Kiss Me Goodbye,Petula Clark
Love Walked In,Dinah Washington
Willie Can,Sue Thompson
Funky Broadway Part I,Dyke And The Blazers
Downtown,Petula Clark
Nothing's Too Good For My Baby,Stevie Wonder
Everybody's Gotta Pay Some Dues,The Miracles
I Got A Woman,Rick Nelson
Somebody Help Me,The Spencer Davis Group
Midnight In Moscow,Kenny Ball and his Jazzmen
Baby I Need You,The Manhattans
Look-Ka Py Py,The Meters
Do Wah Diddy Diddy,Manfred Mann
"Hey, Let's Twist",Joey Dee & the Starliters
Love Takes A Long Time Growing,Deon Jackson
Green Light,The American Breed
Talk Talk,The Music Machine
Rock Me,Steppenwolf
I'll Remember Carol,Tommy Boyce
Baby What I Mean,The Drifters
Stranger On The Shore,Mr. Acker Bilk
"In The Bad, Bad Old Days (Before You Loved Me)",The Foundations
Tears On My Pillow,The McGuire Sisters
Where Have All The Flowers Gone,The Kingston Trio
Kissin' Cousins,Elvis Presley With The Jordanaires
A Walk In The Black Forest,Horst Jankowski
Is It True,Brenda Lee
Go Away From My World,Marianne Faithfull
Tip-Toe Thru' The Tulips With Me,Tiny Tim
Moon River,Jerry Butler
Green Onions,Booker T. & The MG's
Ecstasy,Ben E. King
I Dig You Baby,Jerry Butler
Greenback Dollar,The Kingston Trio
Smile,Timi Yuro
I'm Gonna Hold On Long As I Can,The Marvelettes
One Mint Julep,Ray Charles
The John Birch Society,The Chad Mitchell Trio
"My Love, Forgive Me (Amore, Scusami)",Robert Goulet
More Love,Smokey Robinson & The Miracles
Paperback Writer,The Beatles
Ruby Baby,Dion
I'll Always Have Faith In You,Carla Thomas
Mellow Yellow,Donovan
Blue Guitar,Richard Chamberlain
(The Puppet Song) Whiskey On A Sunday,The Irish Rovers
Smile A Little Smile For Me,The Flying Machine
Silence Is Golden,The Tremeloes
Hair,The Cowsills
Heartaches By The Number,Johnny Tillotson
Guilty,Jim Reeves
By The Time I Get To Phoenix,Glen Campbell
Woman's Got Soul,The Impressions
Looking For A Fox,Clarence Carter
Bring It Up,James Brown And The Famous Flames
Boogaloo Down Broadway,The Fantastic Johnny C
Big Cold Wind,Pat Boone
"Hello Heartache, Goodbye Love",Little Peggy March
Me About You,The Mojo Men
Trains And Boats And Planes,Billy J. Kramer With The Dakotas
Navy Blue,Diane Renay
Born To Be Together,The Ronettes Featuring Veronica
Pitter-Patter,The Four Sportsmen
Everybody Knows,Steve Lawrence
Cara-Lin,The Strangeloves
You Know It Ain't Right,Joe Hinton
Thank You Girl,The Beatles
Angel On My Shoulder,Shelby Flint
A Time To Love-A Time To Cry (Petite Fleur),Lou Johnson
Will You Love Me Tomorrow,The Shirelles
Forever Came Today,Diana Ross & The Supremes
Kansas City,James Brown And The Famous Flames
Angel Baby,Rosie And The Originals
There's No Living Without Your Loving,Peter And Gordon
Living In The U.s.a.,The Steve Miller Band
Dearer Than Life,Brook Benton
Come On Up,The Young Rascals
Lady Jane,The Rolling Stones
He's Got No Love,The Searchers
I Was Kaiser Bill's Batman,Whistling Jack Smith
Black Pearl,"Sonny Charles And The Checkmates, Ltd."
Everybody Knows,The Dave Clark Five
The Revolution Kind,Sonny
Not Responsible,Tom Jones
Spanish Lace,Gene McDaniels
A Wonder Like You,Rick Nelson
(Native Girl) Elephant Walk,Donald Jenkins & The Delighters
The Sound Of Music,Patti Page
Percolatin',Willie Mitchell
Stoned Soul Picnic,The 5th Dimension
Choice Of Colors,The Impressions
La Paloma Twist,Chubby Checker
Sandy,Larry Hall
Desert Pete,The Kingston Trio
My Coloring Book,Kitty Kallen
Uh! Oh! Part 1,The Nutty Squirrels
Philly Dog,Herbie Mann
The Organ Grinder's Swing,Jimmy Smith With Kenny Burrell And Grady Tate
"Oh, How I Miss You Tonight",Jeanne Black
The Last Time,The Rolling Stones
But Not For Me,Ketty Lester
Take Me Back,Little Anthony And The Imperials
Broken Heart,The Fiestas
Baby Be Mine,The Jelly Beans
Hole In The Wall,The Packers
I've Told Every Little Star,Linda Scott
Soul Meeting,The Soul Clan
Rock-A-Hula Baby,Elvis Presley With The Jordanaires
With Pen In Hand,Billy Vera
Just Be True,Gene Chandler
Time Machine,Dante and the Evergreens
She Is Still A Mystery,The Lovin' Spoonful
Gina,Johnny Mathis
I'm A Fool To Care,Oscar Black
The Unicorn,The Irish Rovers
Anything You Choose,Spanky And Our Gang
You Don't Want My Love,Andy Williams
Pineapple Princess,Annette With The Afterbeats
Pony Time,The Goodtimers
Ode To The Little Brown Shack Out Back,Billy Edd Wheeler
All That I Am,Elvis Presley With The Jordanaires
Look For A Star,Deane Hawley
We Love You,The Rolling Stones
Chains Of Love,Bobby Bland
"Aw Shucks, Hush Your Mouth",Jimmy Reed
Sacred,The Castells
Got To Get You Off My Mind,Solomon Burke
Ain't Got No; I Got Life,Nina Simone
Earth Angel,Johnny Tillotson
A Place In The Sun,Stevie Wonder
Poetry In Motion,Johnny Tillotson
The Magnificent Seven,Al Caiola And His Orchestra
Laudy Miss Claudy,The Buckinghams
Sound Asleep,The Turtles
Bonanza,Al Caiola And His Orchestra
Hold On I'm Coming,Chuck Jackson & Maxine Brown
I Forgot More Than You'll Ever Know,Sonny James
Sugar Shack,Jimmy Gilmer And The Fireballs
It's All Right,The Impressions
7 Rooms Of Gloom,Four Tops
The Pain Gets A Little Deeper,Darrow Fletcher
Forget Him,Bobby Rydell
Dooley,The Olympics
People Are Strange,The Doors
(How Can I Write On Paper) What I Feel In My Heart,Jim Reeves
What The World Needs Now Is Love,Jackie DeShannon
(1-2-3-4-5-6-7) Count The Days,Inez & Charlie Foxx
Tell Me To My Face,Keith
I Found A Love Oh What A Love,Jo Ann & Troy
You Made A Believer (Out Of Me),Ruby Andrews
Wish You Didn't Have To Go,James & Bobby Purify
"Baby, Come Back",The Equals
The Wonderful World Of The Young,Andy Williams
"The Theme From ""A Summer Place""",Percy Faith And His Orchestra
Dedicated (To The Songs I Love),The 3 Friends
The Brigade Of Broken Hearts,Paul Evans
Marley Purt Drive,Jose Feliciano
Would It Make Any Difference To You,Etta James
Eleanor Rigby,Ray Charles
My Baby Must Be A Magician,The Marvelettes
I'll Always Love You,The Spinners
Broken Heart And A Pillow Filled With Tears,Patti Page
Like To Get To Know You,Spanky And Our Gang
Devil With A Blue Dress On & Good Golly Miss Molly,Mitch Ryder And The Detroit Wheels
Diane,The Bachelors
Indian Lake,The Cowsills
I Surrender,Fontella Bass
"Don't Try To Fight It, Baby",Eydie Gorme
Any Way That You Want Me,Liverpool Five
Something Good (Is Going To Happen To You),Carla Thomas
Love's Made A Fool Of You,Bobby Fuller Four
Spring Rain,Pat Boone
Leopard-Skin Pill-Box Hat,Bob Dylan
What Kind Of Fool (Do You Think I Am),The Tams
Comin' Down With Love,Mel Gadson
Chapel Of Love,The Dixie Cups
A Little Less Conversation,Elvis Presley With The Jordanaires
(He's) The Great Impostor,The Fleetwoods
Ain't Nobody Home,Howard Tate
Funky Way,Calvin Arnold
All Of My Life,Lesley Gore
We Can Fly,The Cowsills
My Old Car,Lee Dorsey
What's He Doing In My World,Eddy Arnold
This Old Heart Of Mine (Is Weak For You),The Isley Brothers
Kick Out The Jams,MC5
"634-5789 (Soulsville, U.S.A.)",Wilson Pickett
Homeward Bound,Simon & Garfunkel
That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers
People Sure Act Funny,Arthur Conley
If She Should Come To You (La Montana),Anthony Newley
Ebb Tide,Lenny Welch
"Theme From ""The Unforgiven"" (The Need For Love)",Don Costa And His Orchestra And Chorus
Pictures Of Matchstick Men,The Status Quo
It's An Uphill Climb To The Bottom,Walter Jackson
Al Di La',Emilio Pericoli
Hey Lover,Debbie Dovale
Lawdy Miss Clawdy,Gary Stites
Annie Fanny,The Kingsmen
(You Make Me Feel) So Good,The McCoys
Hurt By Love,Inez Foxx
You've Been Cheatin',The Impressions
Country Girl - City Man,Billy Vera & Judy Clay
Only The Strong Survive,Jerry Butler
Ame Caline (Soul Coaxing),Raymond Lefevre and His Orchestra
Don't Fight It,Wilson Pickett
The Ballad Of Irving,Frank Gallop
Hold Me,P.J. Proby
Blue Moon,The Ventures
One,Three Dog Night
I Put A Spell On You,Creedence Clearwater Revival
I'd Rather Be Here In Your Arms,The Duprees
......And Roses And Roses,Andy Williams
All I Need,The Temptations
And When I Die,"Blood, Sweat & Tears"
Count Every Star,Linda Scott
Along Came Jones,Ray Stevens
My Boomerang Won't Come Back,Charlie Drake
I Gotta Dance To Keep From Crying,The Miracles
Ramona,The Blue Diamonds
Try Me,Jimmy Hughes
Alfie,Eivets Rednow
Big John,The Shirelles
Lollipops And Roses,Paul Petersen
I've Gotta Get A Message To You,Bee Gees
What Color (Is A Man),Bobby Vinton
I'm On The Outside (Looking In),Little Anthony And The Imperials
Let's Call It A Day Girl,The Razor's Edge
Zazueira (Za-zoo-wher-a),Herb Alpert & The Tijuana Brass
The Greatest Hurt,Jackie Wilson
"Here Comes The Rain, Baby",Eddy Arnold
"Go, Jimmy, Go",Jimmy Clanton
Greenfields,The Brothers Four
When You're Young And In Love,The Marvelettes
The Cat,Jimmy Smith
Mecca,Gene Pitney
California Soul,The 5th Dimension
Precious Memories,The Romeos
I Don't Like It Like That,The Bobbettes
Pushin' Too Hard,The Seeds
Tonight You're Gonna Fall In Love With Me,The Shirelles
Dear Ivan,Jimmy Dean
I Can Take Or Leave Your Loving,Herman's Hermits
You Met Your Match,Stevie Wonder
You Don't Know What You've Got (Until You Lose It),Ral Donner
I've Got To Do A Little Bit Better,Joe Tex
The End Of Our Road,Gladys Knight And The Pips
Baby (You've Got What It Takes),Dinah Washington & Brook Benton
I've Got You Under My Skin,"The 4 Seasons Featuring the ""Sound of Frankie Valli"""
You're Following Me,Perry Como
"Abraham, Martin And John",Dion
Soothe Me,Sam & Dave
A Mess Of Blues,Elvis Presley With The Jordanaires
I'm A Midnight Mover,Wilson Pickett
Heart In Hand,Brenda Lee
I See The Light,The Five Americans
"Lovers By Night, Strangers By Day",The Fleetwoods
Everybody's Talkin',Nilsson
Pepe,Duane Eddy His Twangy Guitar And The Rebels
Needles And Pins,The Searchers
I've Got To Be Somebody,Billy Joe Royal
Born To Lose,Ray Charles
Spooky,Classics IV
Peppermint Twist - Part I,Joey Dee & the Starliters
Don't Go Out Into The Rain (You're Going To Melt),Herman's Hermits
Green Grass Of Texas,The Texans
She's A Fool,Lesley Gore
The White Rose Of Athens,David Carroll And His Orchestra
In The Ghetto,Elvis Presley
I Love My Baby,Archie Bell & The Drells
Playboy,The Marvelettes
Flamingo,Herb Alpert & The Tijuana Brass
Alvin's Orchestra,David Seville And The Chipmunks
Kick That Little Foot Sally Ann,Round Robin
Foggy Mountain Breakdown,Flatt & Scruggs
Popsicles And Icicles,The Murmaids
Can You Do It,The Contours
Give Everybody Some,The Bar-Kays
"Ronnie, Call Me When You Get A Chance",Shelley Fabares
My Special Angel,The Vogues
"Hey, Western Union Man",Jerry Butler
Balboa Blue,The Marketts
All I Have To Offer You (Is Me),Charley Pride
Daydream,The Lovin' Spoonful
When I Fall In Love,The Lettermen
