Take My Breath Away,Jessica Simpson
So Much More,Fat Joe
Cross The Border,Philly's Most Wanted
Please Don't Go,Tank
Good Little Girls,Blue County
You'll Be There,George Strait
Wouldn't Get Far,The Game Featuring Kanye West
Where Are You Going,Dave Matthews Band
What Would You Do?,The Isley Brothers Featuring Ronald Isley
Beer In Mexico,Kenny Chesney
Addicted,Simple Plan
Last Name,Carrie Underwood
How We Do,The Game Featuring 50 Cent
Where The Party At,Jagged Edge With Nelly
Check Yes Juliet (Run Baby Run),WE the Kings
One Thing,Finger Eleven
Dem Boyz,Boyz N Da Hood
Can't Believe,Faith Evans Featuring Carl Thomas
Way Of Life,Lil Wayne
Say OK,Vanessa Hudgens
Famous In A Small Town,Miranda Lambert
Black Suits Comin' (Nod Ya Head),Will Smith Featuring Tra-Knox
Wind It Up,Gwen Stefani
Can't Fight The Moonlight,LeAnn Rimes
Rehab,Rihanna
"1, 2, 3, 4",Plain White T's
When I Said I Do,Clint Black
A Few Questions,Clay Walker
Mad World,Adam Lambert
Girl Tonite,Twista Featuring Trey Songz
God Bless The USA,Lee Greenwood
She Couldn't Change Me,Montgomery Gentry
Crazier,Taylor Swift
This Is Why I'm Hot,Mims
Not Today,Mary J. Blige Featuring Eve
Until The End Of Time,2Pac
Nasty Girl,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm"
Whine Up,Kat DeLuna Featuring Elephant Man
It's A Business Doing Pleasure With You,Tim McGraw
Any Other Night,Sharissa
What Time Is It,High School Musical 2 Cast
I Get Money,50 Cent
Rise Above This,Seether
Tough Little Boys,Gary Allan
Thank You In Advance,Boyz II Men
Undertow,Timbaland Featuring The Fray & Esthero
Gold Lion,Yeah Yeah Yeahs
Swagga Like Us,Jay-Z & T.I. Featuring Kanye West & Lil Wayne
Music Is My Hot Hot Sex,CSS
Prayin' For Daylight,Rascal Flatts
Another Try,Josh Turner Featuring Trisha Yearwood
Best Of Intentions,Travis Tritt
Pinch Me,Barenaked Ladies
Tempted To Touch,Rupee
She's A Hottie,Toby Keith
The Chemicals Between Us,Bush
The Anthem,Pitbull Featuring Lil Jon
Homewrecker,Gretchen Wilson
Same Girl,R. Kelly Duet With Usher
Working On A Dream,Bruce Springsteen
Tequila Makes Her Clothes Fall Off,Joe Nichols
One Step Closer,Linkin Park
Unfaithful,Rihanna
Loaded,Ricky Martin
Fifteen,Taylor Swift
Just Let Me Be In Love,Tracy Byrd
If I Were A Boy,Beyonce
Obsessed,Mariah Carey
We Belong Together,Mariah Carey
Don't,Billy Currington
Hate (I Really Don't Like You),Plain White T's
The Real Slim Shady,Eminem
Last Train Home,Lostprophets
I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick
Go On Girl,Ne-Yo
Trust,Keyshia Cole Duet With Monica
You Give Love A Bad Name,Blake Lewis
You're A Jerk,New Boyz
Mr. Jones,Mike Jones
What I Really Meant To Say,Cyndi Thomson
Then They Do,Trace Adkins
Shawty,Plies Featuring T-Pain
Hey Stephen,Taylor Swift
Otherside,Red Hot Chili Peppers
Feels Good (Don't Worry Bout A Thing),Naughty By Nature Featuring 3LW
Take Me As I Am,Mary J. Blige
I Just Wanna Be Mad,Terri Clark
Gotta Man,Eve
Nothing In This World,KeKe Wyatt Featuring Avant
4 Minutes,Madonna Featuring Justin Timberlake & Timbaland
Good Morning,Chamillionaire
Love Story,Taylor Swift
Sour Girl,Stone Temple Pilots
Another Way to Die,Jack White & Alicia Keys
Top Of The World,The Pussycat Dolls
Fallen,Mya
Papa Don't Preach,Kelly Osbourne
Nothin 'Bout Love Makes Sense,LeAnn Rimes
Without Me,Eminem
Standing Still,Jewel
Travelin' Soldier,Dixie Chicks
Burn,Jo Dee Messina
Hell Yeah,Montgomery Gentry
The Hand Clap,Hurricane Chris Featuring Big Poppa
Where The Blacktop Ends,Keith Urban
I Kissed A Girl,Katy Perry
Tonight I Wanna Be Your Man,Andy Griggs
Make It Rain,Fat Joe Featuring Lil Wayne
In My Mind,Heather Headley
The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Gether
Nobody Wants To Be Lonely,Ricky Martin Duet With Christina Aguilera
Set It Off,Juvenile
Say Aah,Trey Songz Featuring Fabolous
Welcome To The World,Kevin Rudolf Featuring Rick Ross
Paper Planes,M.I.A.
Roc Boys (And The Winner Is)...,JAY-Z
Live Your Life,T.I. Featuring Rihanna
This Is How A Heart Breaks,Rob Thomas
IfULeave,Musiq Soulchild Featuring Mary J. Blige
Follow Me,Uncle Kracker
Telephone,Lady Gaga Featuring Beyonce
Sittin' Sidewayz,Paul Wall Featuring Big Pokey
A Moment Like This,Kelly Clarkson
When I See U,Fantasia
Gotta Go Solo,Patti LaBelle Featuring Ron Isley
Last Resort,Papa Roach
Clint Eastwood,Gorillaz
Under Pressure,The Used And My Chemical Romance
When The Sun Goes Down,Kenny Chesney & Uncle Kracker
Ms. Jackson,OutKast
Laundromat,Nivea
Baby It's You,JoJo Featuring Bow Wow
Customer,Raheem DeVaughn
When It Hurts,Avant
Karma,Alicia Keys
The Way I Live,Baby Boy Da Prince Featuring Lil Boosie
Do You Want To,Franz Ferdinand
Show Me The Money,Petey Pablo
What Kinda Gone,Chris Cagle
Lights And Sounds,Yellowcard
Outside,Aaron Lewis Of Staind With Fred Durst
Angels In Waiting,Tammy Cochran
What About Now,Daughtry
She Got It,2 Pistols Featuring T-Pain & Tay Dizm
Help Me Understand,Trace Adkins
I Am Mine,Pearl Jam
Pop,'N Sync
If It's Lovin' That You Want,Rihanna
Yes!,Chad Brock
Life Ain't Always Beautiful,Gary Allan
One Wing In The Fire,Trent Tomlinson
Whatcha Say,Jason Derulo
Wasting My Time,Default
Ridin',Chamillionaire Featuring Krayzie Bone
Wake Up,Hilary Duff
U Don't Know Me,T.I.
Jump,Flo Rida Featuring Nelly Furtado
21 Questions,50 Cent Featuring Nate Dogg
These Are The Days,O-Town
Like I Love You,Justin Timberlake
Let's Get It Started,The Black Eyed Peas
Hip Hop Is Dead,Nas Featuring will.i.am
This Christmas,Chris Brown
Marco Polo,Bow Wow Featuring Soulja Boy Tell'em
I Changed My Mind,Keyshia Cole Featuring Shyne
ASAP,T.I.
Single Ladies (Put A Ring On It),Beyonce
The Wreckoning,Boomkat
Wasted,Carrie Underwood
The Anthem,Good Charlotte
Mercy,Duffy
Give A Little Bit,Goo Goo Dolls
This Everyday Love,Rascal Flatts
Rubber Band Man,T.I.
Suds In The Bucket,Sara Evans
Under,Pleasure P
I'm Going In,Drake Featuring Lil Wayne & Young Jeezy
No Boundaries,Kris Allen
Womanizer,Britney Spears
Don't Tell Me,Madonna
Inconsolable,Backstreet Boys
Game's Pain,The Game Featuring Keyshia Cole
She Wolf,Shakira
Paralyzer,Finger Eleven
Dilemma,Nelly Featuring Kelly Rowland
It's Five O'Clock Somewhere,Alan Jackson & Jimmy Buffett
Feel Good Time,P!nk Featuring William Orbit
Deja Vu,Beyonce Featuring Jay Z
Crawling In The Dark,Hoobastank
Aerials,System Of A Down
One More Drink,Ludacris Co-Starring T-Pain
You're Beautiful,James Blunt
So What,P!nk
Turn It Up,Chamillionaire Featuring Lil' Flip
Trouble,P!nk
My Destiny,Katharine McPhee
Baby,LL Cool J Featuring The-Dream
Fighter,Christina Aguilera
A Good Day To Run,Darryl Worley
Play My Music,Jonas Brothers
How Do I Breathe,Mario
For You,Staind
You're The Only One,Maria Mena
Ladies Love Country Boys,Trace Adkins
My Love Is Like... Wo,Mya
Year 3000,Jonas Brothers
Where'd You Go,Fort Minor Featuring Holly Brook
Boulevard Of Broken Dreams,Green Day
What I Do,Chris Brown Featuring Plies
Feedback,Janet
Home To You,John Michael Montgomery
Nothin' Better To Do,LeAnn Rimes
U Don't Have To Call,Usher
Just Might (Make Me Believe),Sugarland
Let Me Go,3 Doors Down
Like A Stone,Audioslave
What's Luv?,Fat Joe Featuring Ashanti
Here For The Party,Gretchen Wilson
Heartless,Kanye West
Senorita,Justin Timberlake
The Outsider,A Perfect Circle
Three Wooden Crosses,Randy Travis
Party To Damascus,Wyclef Jean Featuring Missy Elliott
All The Above,Maino Featuring T-Pain
Absolutely (Story Of A Girl),Nine Days
Naggin,Ying Yang Twins
Trading Places,Usher
Sissy's Song,Alan Jackson
Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall
"Me, Myself And I",Beyonce
Where Do We Go From Here,Filter
Guerrilla Radio,Rage Against The Machine
Catch Me,Demi Lovato
Killa,Cherish Featuring Yung Joc
Carlene,Phil Vassar
Austin,Blake Shelton
Back Like That,Ghostface Killah Featuring Ne-Yo
Back Then,Mike Jones
Break It Off,Rihanna & Sean Paul
Firecracker,Josh Turner
Addicted,Saving Abel
Two Wrongs,Wyclef Jean Featuring Claudette Ortiz
Never Let You Go,Third Eye Blind
Feel The Girl,Ms. Jade
Little Moments,Brad Paisley
Like We Never Loved At All,Faith Hill
Fresh Azimiz,Bow Wow Featuring J-Kwon & Jermaine Dupri
My Immortal,Evanescence
I'm Not Okay (I Promise),My Chemical Romance
If I Fall You're Going Down With Me,Dixie Chicks
Take You Down,Chris Brown
Let's Get Away,T.I.
Hot In Herre,Nelly
Duffle Bag Boy,Playaz Circle Featuring Lil Wayne
Weak And Powerless,A Perfect Circle
Mountains,Lonestar
Chasing Cars,Snow Patrol
Last Time,Trey Songz
21 Guns,Green Day
Me Enamora,Juanes
Balla Baby,Chingy
These Words,Natasha Bedingfield
La La Land,Demi Lovato
Hustler's Ambition,50 Cent
Good Ride Cowboy,Garth Brooks
Torn,LeToya
Rock Star,Hannah Montana
Love Song,311
Feelin' Way Too Damn Good,Nickelback
The Rock Show,Blink-182
Johnny & June,Heidi Newfield
We Thuggin',Fat Joe Featuring R. Kelly
Damaged,TLC
All For One,High School Musical 2 Cast
On A Night Like This,Trick Pony
I Will Be,Leona Lewis
Potential Breakup Song,Aly & AJ
Stealing Cinderella,Chuck Wicks
Hard,Rihanna Featuring Jeezy
Stay Gone,Jimmy Wayne
Behind Blue Eyes,Limp Bizkit
Save Room,John Legend
Your Everything,Keith Urban
Big Things Poppin' (Do It),T.I.
Overnight Celebrity,Twista
Prom Queen,Lil Wayne Featuring Shanell AKA SNL
Always Strapped,Birdman Featuring Lil Wayne
If I Can't,50 Cent
Good Life,OneRepublic
Push It To The Limit,Corbin Bleu
It Just Comes Natural,George Strait
Miss You,Aaliyah
Smooth Criminal,Alien Ant Farm
Money In The Bank,Swizz Beatz
Pour Me,Trick Pony
Love Like Winter,AFI
My Life Would Suck Without You,Glee Cast
Pushin' Me Away,Jonas Brothers
The Love Song,Jeff Bates
U And Dat,E-40 Featuring T-Pain & Kandi Girl
Stuntin' Like My Daddy,Birdman & Lil Wayne
"Pop, Lock & Drop It",Huey
Breathe,Taylor Swift Featuring Colbie Caillat
No One's Gonna Change You,Reina
She Got Her Own,Ne-Yo Featuring Jamie Foxx & Fabolous
Slow,Kylie Minogue
Objection (Tango),Shakira
Anything Goes,Randy Houser
Give It 2 Me,Madonna
I May Hate Myself In The Morning,Lee Ann Womack
Here To Stay,Korn
Whatchulookinat,Whitney Houston
Unwritten,Natasha Bedingfield
The Light,Common
Emotion,Destiny's Child
I'm A Believer,Smash Mouth
I Disappear,Metallica
No One Knows,Queens Of The Stone Age
Gotta Make It,Trey Songz Featuring Twista
