Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Young and Courageous,Tides Of Man,spotify:track:5wPdYGYaMOmMr14V6cY1Bb,0.492,0.671,4,-5.044,0,0.0375,0.00131,0.687,0.146,0.288,119.983,339000,4,34.31203,13,0
Motivation,Kelly Rowland Featuring Lil Wayne,spotify:track:4Cv5dkUBqepa0siwGREihD,0.735,0.679,9,-5.588,0,0.0431,0.18,0.000198,0.0766,0.264,140.858,231173,4,28.18007,10,1
Hot Now,YoungBoy Never Broke Again,spotify:track:3eeyKNIBrt5TH4y0y3QkOu,0.739,0.637,4,-5.79,0,0.44,0.232,0,0.634,0.513,164.91,128414,4,23.65801,8,1
Cemetery,COIN,spotify:track:4hnjS0dbHpJwBlCkEAKVyX,0.655,0.856,1,-4.615,0,0.0315,0.148,3.67e-06,0.126,0.941,126.984,177147,4,24.01999,11,0
Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,spotify:track:6FbGlkHKGkYqpSCuBgurn3,0.62,0.87,10,-6.52,0,0.0868,0.149,0,0.0705,0.513,130.079,187427,4,38.05592,9,1
Glory (From the Motion Picture Selma),Common,spotify:track:2fmqPLRFdJNPhLU3b2NSFp,0.567,0.587,9,-5.626,0,0.0417,0.867,0,0.13,0.572,83.046,272728,4,25.29167,11,0
Cold,Lunatic Soul,spotify:track:29J1AYzwxlTtvNzZYM70nh,0.348,0.557,0,-13.653,1,0.033,0.739,0.651,0.198,0.364,144.035,417667,4,31.70251,15,0
Yeah Ya Know (Takers),T.I.,spotify:track:4JGypFKEHrlufSjF8DPl9X,0.457,0.895,1,-5.987,1,0.0722,0.00112,0,0.523,0.236,139.923,249800,4,28.68306,11,1
Godspeed,To Sail Beyond the Sun,spotify:track:4qW5Q8MKC1iZB45jrGkNnF,0.359,0.799,3,-5.25,0,0.0366,4.7e-06,0.724,0.0867,0.102,129.967,261656,3,42.00782,9,0
Tear In My Heart,twenty one pilots,spotify:track:3bnVBN67NBEzedqQuWrpP4,0.655,0.632,2,-4.802,1,0.0489,0.0189,0,0.0722,0.447,120.113,188493,4,51.52804,8,1
Tomb of the Ancients,Tempel,spotify:track:5uTi2Yb2Jlt2llGCmiAU0S,0.206,0.914,11,-8.402,0,0.0807,1.28e-05,0.88,0.242,0.192,138.955,598827,4,35.36431,23,0
The Regret,Eye of the Enemy,spotify:track:6PX6D1kfs6u9A1fCFwRqhV,0.266,0.992,6,-5.671,0,0.116,4.21e-05,0.421,0.152,0.0392,113.344,242080,4,124.8194,5,0
Crazy Kids,Ke$ha Featuring will.i.am Or Juicy J,spotify:track:53PRe78lhLrZukCVZkOD3A,0.718,0.753,0,-3.81,0,0.044,0.0379,0.00011,0.127,0.498,128.002,229373,4,28.44115,10,1
Impossible,Shontelle,spotify:track:45EDI3rk0f4cAMt9f8b56R,0.599,0.624,8,-3.631,1,0.0343,0.385,0,0.125,0.539,90.034,226533,4,35.11103,11,1
Party In The U.S.A.,Miley Cyrus,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4,21.48671,9,1
Bottoms Up,Brantley Gilbert,spotify:track:477pWnF7WFWb9Qs6g8rs4J,0.476,0.857,7,-5.733,1,0.0432,0.113,0,0.135,0.543,169.975,220200,4,22.97535,13,1
Onyx,Alcest,spotify:track:3bVjQkkunhajXb4WIaViSp,0.199,0.495,10,-13.625,1,0.0364,0.466,0.505,0.103,0.167,84.14,231973,4,47.92847,10,0
All Around The World,Justin Bieber Featuring Ludacris,spotify:track:1Mg8vLBYwizu7AuhYQO64V,0.689,0.816,3,-3.951,0,0.178,0.019,2.42e-06,0.181,0.775,127.958,244547,4,30.59602,15,1
Swallowed By The Sea,All Them Witches,spotify:track:1uFvdtmB1b9j2SIUlTOfNi,0.252,0.625,5,-10.701,0,0.0429,0.0248,0.0232,0.0694,0.0412,88.266,502867,4,75.91615,12,0
Jimmy Choo,Fetty Wap,spotify:track:7s49Um7G06hq2rulrHPsIy,0.893,0.646,11,-5.073,0,0.1,0.112,0,0.104,0.468,132.97,176855,4,57.89135,8,1
Harvest Feast,All Them Witches,spotify:track:3RBHtu4YVda3IyT6nrNbsj,0.383,0.448,5,-9.693,0,0.0301,0.473,0.558,0.112,0.251,128.746,645320,3,26.63603,27,0
Alive,Krewella,spotify:track:2SHnUyZq0zwmvRIl4WY77G,0.663,0.822,9,-2.909,1,0.0557,0.00413,0.00318,0.234,0.567,128.002,290760,4,30.99379,12,1
Libertine Dissolves,Deafheaven,spotify:track:0XTLgeUekeZzgNjAwpuarI,0.169,0.882,2,-5.864,0,0.0584,4.01e-06,0.84,0.362,0.137,124.052,313533,4,94.12605,16,0
She Got The Best Of Me,Luke Combs,spotify:track:698eQRku24PIYPQPHItKlA,0.533,0.907,11,-3.793,1,0.0406,0.0292,0,0.386,0.7,150.99,183160,4,26.33044,8,1
Takin' Shots,Post Malone,spotify:track:5ffntNJnJOeFv7b7DCd0Bw,0.762,0.621,0,-6.24,1,0.0866,0.61,0,0.464,0.593,120.056,216747,4,65.01797,9,1
Alan Turing's Legacy,Alexandre Desplat,spotify:track:3GiE1hcocpQIEf1gC7fv2o,0.242,0.371,5,-11.427,0,0.0333,0.803,0.969,0.0938,0.102,102.194,116520,4,28.05959,7,0
Everlast,Countless Skies,spotify:track:7thdqZlSYxVibCrgzHw0lx,0.373,0.827,9,-8.077,0,0.0376,0.354,0.0363,0.189,0.337,90.071,297000,4,75.24667,13,0
Supplies,Justin Timberlake,spotify:track:6jT85s2dZ55HBqjXYi2rfI,0.793,0.554,11,-6.624,0,0.0451,0.00695,0,0.127,0.225,119.993,225600,4,20.58736,14,1
Flowerball,The Wombats,spotify:track:7mviMqqbfFyZSE1F0pXV9o,0.514,0.898,11,-3.345,1,0.0513,0.0531,0,0.171,0.722,139.967,227747,4,41.01032,13,0
Somewhere In My Car,Keith Urban,spotify:track:3MFV4DgrAOXz6KURPQxRj9,0.588,0.861,10,-5.531,1,0.0395,0.00546,1.38e-05,0.0797,0.525,118.008,195973,4,30.11605,8,1
Fatum,Ufomammut,spotify:track:0IGb0Fv8NCZNkZOctDm1N3,0.373,0.941,0,-9.051,1,0.0534,1.4e-06,0.907,0.192,0.256,159.85,239680,1,73.86879,10,0
I Will Always Love You,Whitney Houston,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,0.306,0.214,4,-12.518,1,0.0356,0.844,5.3e-06,0.0839,0.108,66.98,271093,4,34.6764,11,1
Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,spotify:track:07o54snAilKYHsW8bGFe9x,0.486,0.694,0,-5.8,1,0.141,0.574,0,0.125,0.248,109.41,216413,4,28.07719,9,1
Enough Of No Love,Keyshia Cole Featuring Lil Wayne,spotify:track:759b29QKmhaVSAuMp6AfWr,0.64,0.624,10,-5.831,0,0.152,0.0177,0,0.296,0.464,86.802,229427,4,56.84717,9,1
Jarfr,Hulkoff,spotify:track:1AZxajgm3PNso7Ksjsx4jk,0.527,0.89,6,-5.771,0,0.0715,1.32e-05,0.000119,0.114,0.409,130.02,216281,4,19.74831,10,0
Bed,Nicki Minaj Featuring Ariana Grande,spotify:track:3L4GsGLgxpHieVQH86H8bv,0.757,0.73,7,-6.304,1,0.187,0.0348,6.17e-05,0.136,0.451,90.013,189533,4,16.34933,11,1
Tie Me Down,New Boyz Featuring Ray J,spotify:track:4faiJXyBflUVVOOE9fxbeg,0.42,0.787,8,-4.467,1,0.294,0.0104,0,0.198,0.38,97.967,178808,4,19.09272,10,1
Moon of Gold and Sun of Silver,Eno,spotify:track:2iqL7qBofcFCK569JE33UO,0.47,0.416,3,-13.088,1,0.0276,0.712,0.943,0.0899,0.0364,97.999,330772,3,27.73143,14,0
Jura,pg.lost,spotify:track:5VIFxC6bxXFcywBpTznGwA,0.538,0.69,7,-7.987,0,0.0311,0.000151,0.72,0.126,0.197,131.939,306760,1,67.58374,9,0
This Life Could Be the Last,Killbody Tuning,spotify:track:345IugJSDGzl5lG9EZjcT5,0.472,0.748,4,-7.343,0,0.029,0.000129,0.576,0.174,0.283,138.022,413213,4,41.90226,16,0
High Hopes,Panic! At The Disco,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4,34.1161,9,1
Event Horizon,I Am Waiting for You Last Summer,spotify:track:4IKsUyPuc5VXRIohpDLhMy,0.494,0.515,1,-7.332,0,0.0294,0.0151,0.607,0.119,0.0649,112.006,314943,4,31.13472,15,0
Whatever It Takes,Imagine Dragons,spotify:track:73NbHgUZ51H65Bfo2HFKUi,0.675,0.662,1,-4.989,1,0.0318,0.0392,0,0.128,0.536,134.936,201240,4,29.28445,9,0
Dirt,Florida Georgia Line,spotify:track:5CXnIPD6rTjszYYQm6fY2P,0.547,0.878,2,-4.224,1,0.0451,0.0638,7.08e-06,0.106,0.592,121.973,230587,4,36.08544,7,1
Fake It Til You Make It,DREAMERS,spotify:track:13AvBkyFz0QgNV54M8rSM3,0.634,0.861,9,-3.874,0,0.0387,0.0341,6.67e-06,0.0744,0.708,139.988,204453,4,41.80217,9,0
Route One 274,Sigur RÃÂÃÂÃÂÃÂ³s,spotify:track:0BQVYr7WBx3R1whFnij2tR,0.179,0.0794,4,-30.113,1,0.0402,0.972,0.944,0.129,0.0353,116.33,240001,4,40.88186,13,0
Together We Mourn,In The Hearts Of Emperors,spotify:track:7Fz71CelqMsSyd4ZWIK2bo,0.297,0.277,11,-13.06,0,0.0392,0.838,0.958,0.111,0.0448,117.622,509000,4,42.96046,18,0
Rap God,Eminem,spotify:track:6or1bKJiZ06IlK0vFvY75k,0.708,0.843,7,-2.66,1,0.314,0.397,0,0.799,0.625,148.14,363521,4,53.18291,17,1
Haunter of the Dark,Cough,spotify:track:0SElYK9iouvepQe6zONE7q,0.152,0.8,7,-7.655,1,0.0584,0.000191,0.793,0.381,0.244,141.437,470213,4,43.58677,16,0
sugar honey ice & tea,Bring Me The Horizon,spotify:track:3Ddgh4ZwVIkLx0f4WeDFmo,0.431,0.914,0,-4.243,0,0.0616,0.000243,0.0096,0.502,0.534,147.108,261560,4,27.58713,10,0
Architektur der Empfindungen,JÃÂÃÂÃÂÃÂ¼rg Frey,spotify:track:4JpsgL9TqRC2ZpKzZDYJc4,0.106,0.00412,8,-33.426,1,0.0536,0.955,0.21,0.151,0.0344,77.27,1005693,5,14.90192,46,0
Memoria Stoica / Vetro,Novembre,spotify:track:6omS61mkuZcnKIDEhNWmhd,0.412,0.789,0,-6.785,1,0.0407,0.000278,0.243,0.105,0.205,130.043,360920,4,31.54384,11,0
The Abyss,Chelsea Wolfe,spotify:track:4TRo6yTzehiiaIw6g6mqHr,0.37,0.407,7,-12.933,1,0.0339,0.525,0.911,0.102,0.166,79.962,252335,4,54.92692,9,0
Here's To Never Growing Up,Avril Lavigne,spotify:track:0qwcGscxUHGZTgq0zcaqk1,0.482,0.873,0,-3.145,1,0.0853,0.0111,0,0.409,0.737,165.084,214320,4,32.17301,12,1
Act Up,City Girls,spotify:track:3A2yGHWIzmGEIolwonU69h,0.938,0.638,8,-4.713,1,0.189,0.0167,0,0.111,0.313,97.075,158332,4,39.61292,9,1
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,spotify:track:2v5JTeM6hSmi5wWy7jiwrI,0.741,0.845,5,-3.568,0,0.0381,0.15,0,0.174,0.926,129.939,233613,4,35.24588,13,1
Ophelia,The Lumineers,spotify:track:3d8y0t70g7hw2FOWl9Z4Fm,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4,38.70272,6,1
Mad Stalkers,21 Savage, Offset & Metro Boomin,spotify:track:6HR1z11h0ROUlWP4Kx8Z7G,0.9,0.365,10,-6.395,0,0.235,0.147,0.185,0.179,0.136,135.003,202667,4,32.93374,10,1
The One That Got Away,Jake Owen,spotify:track:7oizkVPKiJYU5CyTjrcVp0,0.576,0.865,0,-3.288,1,0.0407,0.0343,5.32e-05,0.252,0.535,119.913,194173,4,17.21058,6,1
End of a Decade,Frames,spotify:track:6hguZAGVuv2qfAtUsvYZYW,0.519,0.528,3,-8.652,1,0.0337,0.152,0.428,0.113,0.0399,125.99,350480,4,62.24865,12,0
Uncertain,A Light In The Dark,spotify:track:7ej01tcGzHC8ufgf6ZggmV,0.358,0.822,9,-6.266,0,0.058,0.173,0.817,0.386,0.144,157.543,442463,3,64.4822,16,0
The Far Side,Long Distance Calling,spotify:track:7bP8lCmvGedfVkeYKPw9wu,0.293,0.844,9,-6.605,1,0.0913,0.000248,0.898,0.0586,0.375,187.503,345608,3,63.45832,15,0
STOOPID,6ix9ine Featuring Bobby Shmurda,spotify:track:1KWLyoPChJrBQFscO8NW8D,0.724,0.685,3,-4.068,0,0.321,0.114,0,0.1,0.862,150.016,143250,4,50.46649,8,1
Nature Of The Beast,My Darkest Days,spotify:track:30MiULDqyNTZg9cXh8PJCu,0.571,0.912,11,-3.984,1,0.0455,0.000567,6.59e-05,0.0909,0.476,120.004,180933,4,37.09076,8,0
Declaration,Mesarthim,spotify:track:7xkzCoKGOwKpmMMp4MSGcf,0.407,0.861,5,-10.697,1,0.0558,0.000337,0.921,0.1,0.0633,124.005,307670,4,39.70673,12,0
Japan,Famous Dex,spotify:track:5PTG6rrL6EPFD9E2QMI2pl,0.733,0.678,6,-7.771,1,0.438,0.121,0,0.344,0.841,175.985,142000,4,56.51836,6,1
Angel and Abyss,Spirit Adrift,spotify:track:0byiDCWbcdnp8s37abLEyA,0.315,0.71,6,-5.799,0,0.0621,0.00393,0.0173,0.0824,0.317,125.187,392280,3,38.76252,16,0
Caravans,We Stood Like Kings,spotify:track:6Jqonf0Kzie2iTFRC7ZBxd,0.247,0.407,4,-11.489,1,0.0287,0.46,0.928,0.169,0.0391,96.998,355493,4,40.70771,20,0
Cambodia - Classic Edit,Pulsedriver,spotify:track:2k5KFRu2Ts1JZrDYZLKz7y,0.693,0.916,0,-4.966,1,0.0324,0.00137,0.000579,0.0849,0.5,133.988,216000,4,29.31772,10,0
These Heaux,Bhad Bhabie,spotify:track:6SUxrwVN19Kmd9JfIbjJUj,0.852,0.577,6,-6.347,0,0.16,0.215,0,0.138,0.448,119.986,140008,4,49.03383,8,1
Like A Wrecking Ball,Eric Church,spotify:track:6hr4weuSidHy2LNMw8UVJ2,0.693,0.335,0,-10.863,1,0.0395,0.338,0.000552,0.118,0.623,136.071,198907,4,33.57707,10,1
Feds Watching,2 Chainz Featuring Pharrell,spotify:track:07RXBKfyCYIYRMLCvlGWXU,0.79,0.875,7,-6.55,1,0.091,0.0476,0,0.312,0.759,139.985,247013,4,32.74513,10,1
A Gluttonous Abomination,Acrania,spotify:track:4ywlVADMEchrtcD15nx2EG,0.324,0.935,11,-4.44,0,0.151,0.000259,0.0951,0.453,0.16,124.575,382500,4,24.16849,18,0
Do Re Mi,blackbear,spotify:track:3Q3myFA7q4Op95DOpHplaY,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,212027,3,79.06954,8,1
Ah Yeah,Robert Glasper Experiment,spotify:track:6wIBZCIbbZh6ACDkWC5TX7,0.632,0.41,5,-12.129,0,0.0677,0.696,0.00307,0.104,0.33,71.972,308933,4,55.89149,8,0
At Dawn's First Light,Amon Amarth,spotify:track:4jdtTRrU1PAkCOw5JY6m25,0.171,0.899,4,-5.018,0,0.0613,5.56e-05,0.579,0.206,0.341,79.992,230747,4,25.03353,9,0
Can I,Alina Baraz,spotify:track:5erTWXdADowSkh825UUOho,0.363,0.536,2,-8.124,0,0.0632,0.312,0,0.128,0.106,200.173,230400,4,57.00513,15,0
Materia,Novembre,spotify:track:39dDAZgaavUL5eiv7pLkQ2,0.35,0.863,4,-5.257,1,0.0552,4.39e-05,0.478,0.144,0.265,124.968,341427,4,15.87007,12,0
The Marriage Of Coyote Woman,All Them Witches,spotify:track:3SSAeecv84iCOlUCaVPifM,0.426,0.395,9,-8.653,0,0.0314,0.133,0.039,0.113,0.258,126.103,349613,3,49.27335,14,0
A Shade of Plague,In Mourning,spotify:track:0EIsZor6mAVxlEsqGIAb0H,0.474,0.929,8,-4.719,1,0.0574,0.00125,0.209,0.188,0.205,75.026,252107,4,75.26177,7,0
Back To Back,Underdog,spotify:track:5SpzoIY3Feh755b4cS2vcN,0.429,0.815,4,-6.323,0,0.0403,0.000119,0,0.0975,0.486,139.307,170434,4,40.08586,8,0
Hangin' On,Chris Young,spotify:track:6CyJlVAEFlNdpggOLanytL,0.434,0.831,8,-4.774,1,0.0453,0.0651,0,0.119,0.596,156.034,185440,4,18.63429,6,1
That's What I Like,Bruno Mars,spotify:track:41845KfPUpg17FYYw0lKYg,0.851,0.556,1,-4.98,1,0.0417,0.0125,0,0.0873,0.843,134.031,204773,4,50.23271,9,1
We Are The World 25: For Haiti,Artists For Haiti,spotify:track:07rhyW77lp2bGv8EQoZy6k,0.348,0.717,4,-5.634,1,0.0882,0.311,0,0.0786,0.28,66.21,416778,4,67.14784,13,1
City Life,Redlight King,spotify:track:6r0ZDACdOeq6pw7upHBbYd,0.403,0.845,9,-4.84,1,0.0764,0.0011,0,0.139,0.436,168.098,208240,4,37.68994,8,0
20 Minutes / 40 Years - Acoustic Version,ISIS,spotify:track:1kxDcZtlgeOUUJcZJWwqZi,0.573,0.593,9,-7.771,0,0.0254,0.0124,0.929,0.135,0.287,113.24,461120,3,24.60668,24,0
Quandary,Latitudes,spotify:track:1aUv2L77tUyLNVAkW6SoYC,0.288,0.0112,2,-23.581,0,0.0841,0.931,7.11e-06,0.154,0.057,76.354,147753,4,40.26953,6,0
Thunderstorm,Sabaton,spotify:track:5snGliaOJdcOeJhHXmp1Cd,0.393,0.87,7,-2.851,1,0.0321,0.000463,0.0293,0.129,0.391,164.106,188533,4,30.22218,10,0
Burn Your Crosses,Sabaton,spotify:track:0vJUuQLR8yYhUYi6UQdE1D,0.38,0.934,9,-5.011,0,0.0574,2.23e-05,0.562,0.0536,0.335,146.21,309307,4,46.85043,15,0
Final Hour,Cypecore,spotify:track:2sovB9Of1ZKjhXYjJc2BKx,0.554,0.969,2,-4.462,1,0.229,0.000431,4.26e-05,0.121,0.0399,104.968,262253,4,22.28976,13,0
Sora,Unreqvited,spotify:track:7c2tvuZVOGsi1qZ36Yxn8W,0.0769,0.372,0,-8.453,1,0.0387,0.221,0.92,0.109,0.0335,81.442,433000,4,43.60042,16,0
Birthday,Katy Perry,spotify:track:2xLOMHjkOK8nzxJ4r6yOKR,0.719,0.674,11,-5.122,1,0.0681,0.0879,3.75e-06,0.112,0.843,125.98,215042,4,26.53974,9,1
Made For Now,Janet & Daddy Yankee,spotify:track:2Ul7yRZaxGcWCzQg7m632Z,0.76,0.888,6,-3.449,1,0.124,0.00307,1.49e-05,0.149,0.559,115.705,210686,4,56.20249,10,1
Me, Myself & I,G-Eazy x Bebe Rexha,spotify:track:40YcuQysJ0KlGQTeGUosTC,0.757,0.672,0,-6.524,0,0.0955,0.0186,0,0.158,0.382,111.996,251467,4,26.78731,13,1
Hit The Lights,Jay Sean Featuring Lil Wayne,spotify:track:3usL7eu7kTW0MLOujOuUSs,0.709,0.727,2,-6.135,0,0.0429,0.0288,0,0.158,0.353,128.024,221933,4,16.07856,12,1
Imagine,Ariana Grande,spotify:track:39LmTF9RgyakzSYX8txrow,0.729,0.475,8,-4.985,1,0.0364,0.378,0,0.12,0.371,62.52,212267,3,28.07743,11,1
Break,Three Days Grace,spotify:track:4urxRqBRiaH0i20OKBsgxc,0.578,0.897,0,-3.906,1,0.0357,0.000666,0,0.0924,0.737,115.491,193107,4,36.39704,7,1
Tuesday,I LOVE MAKONNEN Featuring Drake,spotify:track:2znzyzlAUc8Z1Ikq9aFOcx,0.77,0.664,0,-5.604,1,0.211,0.215,0.000118,0.105,0.472,140.163,321987,4,28.09925,14,1
Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,spotify:track:0fgZUSa7D7aVvv3GfO0A1n,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,226581,4,18.36223,13,1
Honesty in Death,Paradise Lost,spotify:track:3vh7LxDE6FZxsYnOwW0tzd,0.379,0.879,2,-3.611,1,0.0569,3.49e-06,0.000305,0.0953,0.227,116.311,247240,4,68.9685,6,0
Too Good,Drake,spotify:track:11KJSRSgaDxqydKYiD2Jew,0.804,0.648,7,-7.805,1,0.117,0.0573,3.49e-05,0.102,0.392,117.983,263373,4,67.00372,10,0
Que Pretendes,J Balvin & Bad Bunny,spotify:track:25ZAibhr3bdlMCLmubZDVt,0.639,0.791,10,-4.443,0,0.253,0.0275,0,0.362,0.939,92.603,222347,4,46.26686,9,1
Opale,Alcest,spotify:track:3d2hqdT3jSQkTeuC6Pn00Q,0.29,0.804,11,-4.684,1,0.0399,0.00247,0.8,0.252,0.164,107.036,296333,4,26.21266,9,0
Audhumbla,Monolord,spotify:track:77zhyAUkTuDRiAXfpR3PSs,0.292,0.546,11,-6.88,1,0.0369,7.34e-06,0.87,0.0303,0.123,115.853,442887,3,153.64728,11,0
Patty Cake,Kodak Black,spotify:track:0bXFIF7iL17TYLyx8JHziM,0.806,0.77,1,-6.464,0,0.19,0.0252,0,0.0645,0.406,152.094,198110,4,38.31823,13,1
Soulscape,Unreqvited,spotify:track:5VLUbThIHOFWRwNZByBqV9,0.32,0.559,7,-10.101,1,0.0465,0.0111,0.878,0.122,0.0378,115.009,793044,4,50.49828,29,0
Eclosion,Alcest,spotify:track:4wlm6FOgtNK1QI15qeaKIv,0.448,0.556,0,-9.463,0,0.0308,0.00118,0.767,0.087,0.111,142.704,534827,4,81.07341,14,0
The Promise,Novembre,spotify:track:0xRdhGNeItw2kMHnKaMI8E,0.421,0.884,0,-4.773,1,0.0658,8.52e-05,5.19e-06,0.15,0.384,116.973,333853,4,26.72888,11,0
Bait & Switch,I/O,spotify:track:00ifI9KrlsLxP4KI64Dtvu,0.345,0.699,11,-7.432,0,0.037,6.17e-05,0.875,0.112,0.218,92.917,351736,4,41.44563,12,0
-,In The Hearts Of Emperors,spotify:track:4ydpt6otnNVjWSwywMKG3f,0.308,0.368,7,-33.637,1,0.497,0.748,0.985,0.95,0.388,65.136,27000,4,20.20758,3,0
Homecoming,Inward Oceans,spotify:track:1lF6qGYq7p5azoFibz1mqD,0.214,0.112,0,-15.729,1,0.0318,0.57,0.818,0.105,0.0367,175.762,211364,3,53.50751,10,0
All The Right Moves,OneRepublic,spotify:track:5XRHGXut00SrJUFmcn2lQF,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,238000,4,25.16272,11,1
La La La,Naughty Boy Featuring Sam Smith,spotify:track:36pLU2ywVeBKEF0rrKtmCB,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13e-06,0.0905,0.262,125.082,222200,4,25.46199,10,1
Bring It Back,Shy Carter,spotify:track:1f3o6PC6D1ktibi8s8Gugx,0.748,0.775,3,-3.582,0,0.0545,0.0507,0,0.0557,0.958,152.042,192227,4,24.14959,10,0
Dark Solstice,God Is An Astronaut,spotify:track:691WtxxZrMfl9EO6K1UMIu,0.331,0.455,8,-10.318,1,0.0289,0.00346,0.854,0.143,0.178,176.027,284587,4,40.77312,11,0
The Trouble With Girls,Scotty McCreery,spotify:track:0Yvyj5YkjSBNgD4Ai0clSG,0.554,0.496,10,-7.266,1,0.0281,0.391,0,0.109,0.351,132.078,229573,4,18.53325,14,1
Don't It,Billy Currington,spotify:track:0iA1unTbTbDOWUSlbwJ1pS,0.558,0.818,8,-4.07,1,0.0403,0.071,0,0.21,0.453,81.034,184507,4,20.2542,7,1
History,One Direction,spotify:track:0HMjXBAZmSYOTTi33WpMso,0.655,0.699,11,-4.421,1,0.0493,0.0352,0,0.064,0.802,86.704,187427,4,40.35906,7,1
I Dreamed A Dream,Anne Hathaway,spotify:track:7CNVenAoty0IomwFPaMaaH,0.256,0.0739,3,-17.227,1,0.0471,0.937,1.93e-05,0.0907,0.146,87.502,277533,4,44.23655,11,1
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,spotify:track:0RE8WWlaCQM6M4XHUK3u7b,0.501,0.966,8,-1.177,1,0.112,0.0796,0,0.0903,0.497,161.881,190773,4,33.77692,12,1
The Akuma Afterglow,Soilwork,spotify:track:3lHAYunbZai6Aic7nXE69U,0.379,0.952,1,-6.636,0,0.0715,0.000116,4.06e-05,0.181,0.337,82.492,269733,4,129.12924,6,0
DÃÂÃÂÃÂÃÂ©paysement,Ciconia,spotify:track:4STcsYhtOBITmrT2GuTNpT,0.397,0.93,2,-6.151,0,0.0509,0.00126,0.828,0.364,0.0614,104.893,627973,4,68.7011,16,0
Bet on You,The Man Who,spotify:track:5d1ix6uxnaiPzQpWjoOtrN,0.528,0.679,1,-4.363,1,0.0332,0.00323,6.7e-05,0.132,0.299,157.906,242280,4,24.70266,8,0
Lucky You,Eminem Featuring Joyner Lucas,spotify:track:60SdxE8apGAxMiRrpbmLY0,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,244679,4,38.08822,11,1
To the Garish Remembrance of Failure,Minsk,spotify:track:494BXNUG5hZ0hvVOHnLeB1,0.423,0.947,11,-8.074,0,0.097,2.02e-05,0.824,0.153,0.0399,119.982,382374,4,133.18109,10,0
I Do,Colbie Caillat,spotify:track:42loEE51UDcecom9K8K4ei,0.656,0.877,9,-5.656,1,0.0329,0.22,0,0.0785,0.958,144.871,173360,4,27.69561,8,1
Standing in Silence Pt.1 (Live),Rhian Sheehan,spotify:track:3nSue9HdeXTnSqvMICctJN,0.105,0.229,5,-22.934,0,0.0537,0.483,0.693,0.373,0.0581,68.398,323757,4,35.42167,10,0
You,Chris Young,spotify:track:6W9W8dSswA8KNegvl3W97V,0.616,0.893,11,-3.588,1,0.0375,0.000937,0,0.111,0.567,111.959,218947,4,30.82453,11,1
Ready Or Not,Bridgit Mendler,spotify:track:5xvUgoVED1F4mBu8FL0HaW,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,200947,4,42.28039,10,1
FÃÂÃÂÃÂÃÂ¶rgÃÂÃÂÃÂÃÂ¤tmigej,Raubtier,spotify:track:2mgTmnzJzUpQQmYmr0jtIO,0.562,0.92,11,-4.657,1,0.0523,0.000755,0.0036,0.198,0.553,118.027,241673,4,47.53016,13,0
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,spotify:track:59J5nzL1KniFHnU120dQzt,0.785,0.62,8,-6.668,1,0.254,0.0138,0,0.15,0.478,78.476,235535,4,28.46889,13,1
Slow Glow,Fait,spotify:track:5nXuamPe7SoTVqFtIhzpSt,0.272,0.609,2,-8.728,0,0.0402,0.00751,0.849,0.167,0.129,119.943,335563,4,14.54192,13,0
CoCo,O.T. Genasis,spotify:track:2JI71GHwq2LN8mtq3iCLYo,0.886,0.628,8,-5.949,1,0.131,0.00215,1.15e-05,0.31,0.178,119.906,239574,4,32.57416,8,1
Always Hardcore,Bodylotion,spotify:track:6ZLoBzhrumsNY2b8znlqr5,0.586,0.967,8,-6.521,1,0.192,0.182,0.0647,0.188,0.0663,182.964,318903,4,44.63151,14,0
Christmas Truce,Afformance,spotify:track:7BuDwEXJ4Ohsz9pBOgZarX,0.26,0.764,2,-6.406,1,0.042,0.00934,0.866,0.0935,0.103,129.904,641562,4,23.23804,24,0
